system,topic,score
input.NLPR04clus10,t_696,0.3092
input.NLPR04clus9,t_301,0.3798
input.NLPR04clus9,t_306,0.2503
input.NLPR04clus9,t_311,0.5114
input.NLPR04clus9,t_316,0.5627
input.NLPR04clus9,t_321,0.2986
input.NLPR04clus9,t_326,0.5566
input.NLPR04clus9,t_331,0.5356
input.NLPR04clus9,t_336,0.0349
input.NLPR04clus9,t_341,0.275
input.NLPR04clus9,t_346,0.0994
input.NLPR04clus9,t_351,0.3912
input.NLPR04clus9,t_356,0.0381
input.NLPR04clus9,t_361,0.3027
input.NLPR04clus9,t_366,0.4821
input.NLPR04clus9,t_371,0.0645
input.NLPR04clus9,t_376,0.0755
input.NLPR04clus9,t_381,0.0588
input.NLPR04clus9,t_386,0.0284
input.NLPR04clus9,t_391,0.2353
input.NLPR04clus9,t_396,0.3051
input.NLPR04clus9,t_401,0.2395
input.NLPR04clus9,t_406,0.2476
input.NLPR04clus9,t_411,0.2582
input.NLPR04clus9,t_416,0.3486
input.NLPR04clus9,t_421,0.0489
input.NLPR04clus9,t_426,0.1669
input.NLPR04clus9,t_431,0.4995
input.NLPR04clus9,t_436,0.1669
input.NLPR04clus9,t_441,0.5753
input.NLPR04clus9,t_446,0.2095
input.NLPR04clus9,t_601,0.5575
input.NLPR04clus9,t_606,0.4398
input.NLPR04clus9,t_611,0.341
input.NLPR04clus9,t_616,0.6332
input.NLPR04clus9,t_621,0.5052
input.NLPR04clus9,t_626,0.5666
input.NLPR04clus9,t_631,0.2171
input.NLPR04clus9,t_636,0.3735
input.NLPR04clus9,t_641,0.4129
input.NLPR04clus9,t_646,0.3438
input.NLPR04clus9,t_651,0.0395
input.NLPR04clus9,t_656,0.3953
input.NLPR04clus9,t_661,0.602
input.NLPR04clus9,t_666,0.0114
input.NLPR04clus9,t_671,0.3097
input.NLPR04clus9,t_676,0.2507
input.NLPR04clus9,t_681,0.4674
input.NLPR04clus9,t_686,0.4359
input.NLPR04clus9,t_691,0.0462
input.NLPR04clus9,t_696,0.3092
input.pircRB04d2,t_301,0.0667
input.pircRB04d2,t_306,0.1021
input.pircRB04d2,t_311,0.0027
input.pircRB04d2,t_316,0.5593
input.pircRB04d2,t_321,0.0119
input.pircRB04d2,t_326,0.714
input.pircRB04d2,t_331,0.2983
input.pircRB04d2,t_336,0.1772
input.pircRB04d2,t_341,0.2132
input.pircRB04d2,t_346,0.0232
input.pircRB04d2,t_351,0.5883
input.pircRB04d2,t_356,0.0642
input.pircRB04d2,t_361,0.5688
input.pircRB04d2,t_366,0.3597
input.pircRB04d2,t_371,0.0408
input.pircRB04d2,t_376,0.5612
input.pircRB04d2,t_381,0.0119
input.pircRB04d2,t_386,0.0161
input.pircRB04d2,t_391,0.4187
input.pircRB04d2,t_396,0.4566
input.pircRB04d2,t_401,0.0021
input.pircRB04d2,t_406,0.3802
input.pircRB04d2,t_411,0.3352
input.pircRB04d2,t_416,0.3239
input.pircRB04d2,t_421,0.1067
input.pircRB04d2,t_426,0.0292
input.pircRB04d2,t_431,0.4761
input.pircRB04d2,t_436,0.398
input.pircRB04d2,t_441,0.668
input.pircRB04d2,t_446,0.1303
input.pircRB04d2,t_601,0.7626
input.pircRB04d2,t_606,0.4574
input.pircRB04d2,t_611,0.2673
input.pircRB04d2,t_616,0.609
input.pircRB04d2,t_621,0.4994
input.pircRB04d2,t_626,0.5609
input.pircRB04d2,t_631,0.2997
input.pircRB04d2,t_636,0.0991
input.pircRB04d2,t_641,0.4894
input.pircRB04d2,t_646,0.272
input.pircRB04d2,t_651,0.2496
input.pircRB04d2,t_656,0.7311
input.pircRB04d2,t_661,0.5209
input.pircRB04d2,t_666,0.0125
input.pircRB04d2,t_671,0.3981
input.pircRB04d2,t_676,0.4225
input.pircRB04d2,t_681,0.5929
input.pircRB04d2,t_686,0.5151
input.pircRB04d2,t_691,0.3728
input.pircRB04d2,t_696,0.4301
input.pircRB04d3,t_301,0.0655
input.pircRB04d3,t_306,0.0859
input.pircRB04d3,t_311,0.005
input.pircRB04d3,t_316,0.1605
input.pircRB04d3,t_321,0.1018
input.pircRB04d3,t_326,0.6862
input.pircRB04d3,t_331,0.4393
input.pircRB04d3,t_336,0.2414
input.pircRB04d3,t_341,0.2245
input.pircRB04d3,t_346,0.0269
input.pircRB04d3,t_351,0.4913
input.pircRB04d3,t_356,0.0736
input.pircRB04d3,t_361,0.5827
input.pircRB04d3,t_366,0.1973
input.pircRB04d3,t_371,0.0928
input.pircRB04d3,t_376,0.1354
input.pircRB04d3,t_381,0.0469
input.pircRB04d3,t_386,0.0317
input.pircRB04d3,t_391,0.4215
input.pircRB04d3,t_396,0.4861
input.pircRB04d3,t_401,0.0012
input.pircRB04d3,t_406,0.3364
input.pircRB04d3,t_411,0.3666
input.pircRB04d3,t_416,0.3805
input.pircRB04d3,t_421,0.0684
input.pircRB04d3,t_426,0.0791
input.pircRB04d3,t_431,0.4368
input.pircRB04d3,t_436,0.2233
input.pircRB04d3,t_441,0.7042
input.pircRB04d3,t_446,0.0838
input.pircRB04d3,t_601,0.7425
input.pircRB04d3,t_606,0.5762
input.pircRB04d3,t_611,0.2235
input.pircRB04d3,t_616,0.7232
input.pircRB04d3,t_621,0.5755
input.pircRB04d3,t_626,0.3817
input.pircRB04d3,t_631,0.2404
input.pircRB04d3,t_636,0.4633
input.pircRB04d3,t_641,0.4851
input.pircRB04d3,t_646,0.3141
input.pircRB04d3,t_651,0.2771
input.pircRB04d3,t_656,0.6678
input.pircRB04d3,t_661,0.6562
input.pircRB04d3,t_666,0.0253
input.pircRB04d3,t_671,0.4238
input.pircRB04d3,t_676,0.4003
input.pircRB04d3,t_681,0.6596
input.pircRB04d3,t_686,0.528
input.pircRB04d3,t_691,0.3889
input.pircRB04d3,t_696,0.3951
input.pircRB04d4,t_301,0.0637
input.pircRB04d4,t_306,0.0833
input.pircRB04d4,t_311,0.0092
input.pircRB04d4,t_316,0.2111
input.pircRB04d4,t_321,0.0622
input.pircRB04d4,t_326,0.7126
input.pircRB04d4,t_331,0.4453
input.pircRB04d4,t_336,0.1911
input.pircRB04d4,t_341,0.2448
input.pircRB04d4,t_346,0.0411
input.pircRB04d4,t_351,0.5083
input.pircRB04d4,t_356,0.0686
input.pircRB04d4,t_361,0.5552
input.pircRB04d4,t_366,0.2967
input.pircRB04d4,t_371,0.0552
input.pircRB04d4,t_376,0.1389
input.pircRB04d4,t_381,0.05
input.pircRB04d4,t_386,0.0278
input.pircRB04d4,t_391,0.4408
input.pircRB04d4,t_396,0.4723
input.pircRB04d4,t_401,6e-04
input.pircRB04d4,t_406,0.3549
input.pircRB04d4,t_411,0.354
input.pircRB04d4,t_416,0.3655
input.pircRB04d4,t_421,0.0676
input.pircRB04d4,t_426,0.057
input.pircRB04d4,t_431,0.4252
input.pircRB04d4,t_436,0.2003
input.pircRB04d4,t_441,0.6975
input.pircRB04d4,t_446,0.1432
input.pircRB04d4,t_601,0.7193
input.pircRB04d4,t_606,0.5975
input.pircRB04d4,t_611,0.2299
input.pircRB04d4,t_616,0.6701
input.pircRB04d4,t_621,0.6678
input.pircRB04d4,t_626,0.4178
input.pircRB04d4,t_631,0.2529
input.pircRB04d4,t_636,0.337
input.pircRB04d4,t_641,0.4826
input.pircRB04d4,t_646,0.3339
input.pircRB04d4,t_651,0.2817
input.pircRB04d4,t_656,0.6892
input.pircRB04d4,t_661,0.6433
input.pircRB04d4,t_666,0.0233
input.pircRB04d4,t_671,0.42
input.pircRB04d4,t_676,0.4026
input.pircRB04d4,t_681,0.6668
input.pircRB04d4,t_686,0.4994
input.pircRB04d4,t_691,0.3649
input.pircRB04d4,t_696,0.3625
input.pircRB04d5,t_301,0.0655
input.pircRB04d5,t_306,0.0859
input.pircRB04d5,t_311,0.005
input.pircRB04d5,t_316,0.1605
input.pircRB04d5,t_321,0.1018
input.pircRB04d5,t_326,0.6862
input.pircRB04d5,t_331,0.4393
input.pircRB04d5,t_336,0.2414
input.pircRB04d5,t_341,0.2245
input.pircRB04d5,t_346,0.0269
input.pircRB04d5,t_351,0.4913
input.pircRB04d5,t_356,0.0736
input.pircRB04d5,t_361,0.5827
input.pircRB04d5,t_366,0.1973
input.pircRB04d5,t_371,0.0928
input.pircRB04d5,t_376,0.1354
input.pircRB04d5,t_381,0.0469
input.pircRB04d5,t_386,0.0317
input.pircRB04d5,t_391,0.4215
input.pircRB04d5,t_396,0.4861
input.pircRB04d5,t_401,0.0012
input.pircRB04d5,t_406,0.3364
input.pircRB04d5,t_411,0.3666
input.pircRB04d5,t_416,0.3805
input.pircRB04d5,t_421,0.0684
input.pircRB04d5,t_426,0.0791
input.pircRB04d5,t_431,0.4368
input.pircRB04d5,t_436,0.2233
input.pircRB04d5,t_441,0.7042
input.pircRB04d5,t_446,0.0838
input.pircRB04d5,t_601,0.7425
input.pircRB04d5,t_606,0.5762
input.pircRB04d5,t_611,0.2235
input.pircRB04d5,t_616,0.7232
input.pircRB04d5,t_621,0.5755
input.pircRB04d5,t_626,0.3817
input.pircRB04d5,t_631,0.2404
input.pircRB04d5,t_636,0.4633
input.pircRB04d5,t_641,0.4851
input.pircRB04d5,t_646,0.3141
input.pircRB04d5,t_651,0.2771
input.pircRB04d5,t_656,0.6678
input.pircRB04d5,t_661,0.6562
input.pircRB04d5,t_666,0.0253
input.pircRB04d5,t_671,0.4238
input.pircRB04d5,t_676,0.4003
input.pircRB04d5,t_681,0.6596
input.pircRB04d5,t_686,0.528
input.pircRB04d5,t_691,0.3889
input.pircRB04d5,t_696,0.3951
input.pircRB04t2,t_301,0.0093
input.pircRB04t2,t_306,0.0609
input.pircRB04t2,t_311,0.6931
input.pircRB04t2,t_316,0.68
input.pircRB04t2,t_321,0.2667
input.pircRB04t2,t_326,0.6428
input.pircRB04t2,t_331,0.2914
input.pircRB04t2,t_336,0.0652
input.pircRB04t2,t_341,0.2529
input.pircRB04t2,t_346,0.208
input.pircRB04t2,t_351,0.5794
input.pircRB04t2,t_356,0.062
input.pircRB04t2,t_361,0.5925
input.pircRB04t2,t_366,0.3597
input.pircRB04t2,t_371,0.0052
input.pircRB04t2,t_376,0.1593
input.pircRB04t2,t_381,0.0454
input.pircRB04t2,t_386,0.0339
input.pircRB04t2,t_391,0.0873
input.pircRB04t2,t_396,0.4429
input.pircRB04t2,t_401,0.0505
input.pircRB04t2,t_406,0.3576
input.pircRB04t2,t_411,0.281
input.pircRB04t2,t_416,0.3244
input.pircRB04t2,t_421,0.1163
input.pircRB04t2,t_426,0.0722
input.pircRB04t2,t_431,0.4763
input.pircRB04t2,t_436,0.2554
input.pircRB04t2,t_441,0.6675
input.pircRB04t2,t_446,0.395
input.pircRB04t2,t_601,0.6565
input.pircRB04t2,t_606,0.5502
input.pircRB04t2,t_611,0.2805
input.pircRB04t2,t_616,0.6501
input.pircRB04t2,t_621,0.5529
input.pircRB04t2,t_626,0.1401
input.pircRB04t2,t_631,0.2146
input.pircRB04t2,t_636,0.4178
input.pircRB04t2,t_641,0.4324
input.pircRB04t2,t_646,0.2338
input.pircRB04t2,t_651,0.2425
input.pircRB04t2,t_656,0.4803
input.pircRB04t2,t_661,0.5103
input.pircRB04t2,t_666,0.0137
input.pircRB04t2,t_671,0.3874
input.pircRB04t2,t_676,0.2696
input.pircRB04t2,t_681,0.5102
input.pircRB04t2,t_686,0.4082
input.pircRB04t2,t_691,0.4084
input.pircRB04t2,t_696,0.5029
input.pircRB04t3,t_301,0.0842
input.pircRB04t3,t_306,0.1092
input.pircRB04t3,t_311,0.3992
input.pircRB04t3,t_316,0.6678
input.pircRB04t3,t_321,0.3563
input.pircRB04t3,t_326,0.6365
input.pircRB04t3,t_331,0.4014
input.pircRB04t3,t_336,0.1439
input.pircRB04t3,t_341,0.4286
input.pircRB04t3,t_346,0.1127
input.pircRB04t3,t_351,0.5604
input.pircRB04t3,t_356,0.0669
input.pircRB04t3,t_361,0.4467
input.pircRB04t3,t_366,0.5671
input.pircRB04t3,t_371,0.0105
input.pircRB04t3,t_376,0.1427
input.pircRB04t3,t_381,0.0455
input.pircRB04t3,t_386,0.0371
input.pircRB04t3,t_391,0.0936
input.pircRB04t3,t_396,0.5392
input.pircRB04t3,t_401,0.0688
input.pircRB04t3,t_406,0.4276
input.pircRB04t3,t_411,0.4462
input.pircRB04t3,t_416,0.3744
input.pircRB04t3,t_421,0.0612
input.pircRB04t3,t_426,0.2039
input.pircRB04t3,t_431,0.4479
input.pircRB04t3,t_436,0.2029
input.pircRB04t3,t_441,0.6882
input.pircRB04t3,t_446,0.2227
input.pircRB04t3,t_601,0.6838
input.pircRB04t3,t_606,0.6642
input.pircRB04t3,t_611,0.2755
input.pircRB04t3,t_616,0.6119
input.pircRB04t3,t_621,0.5802
input.pircRB04t3,t_626,0.1075
input.pircRB04t3,t_631,0.1406
input.pircRB04t3,t_636,0.4274
input.pircRB04t3,t_641,0.4634
input.pircRB04t3,t_646,0.1989
input.pircRB04t3,t_651,0.2244
input.pircRB04t3,t_656,0.5731
input.pircRB04t3,t_661,0.6902
input.pircRB04t3,t_666,0.0215
input.pircRB04t3,t_671,0.5078
input.pircRB04t3,t_676,0.3883
input.pircRB04t3,t_681,0.6261
input.pircRB04t3,t_686,0.4633
input.pircRB04t3,t_691,0.3853
input.pircRB04t3,t_696,0.2808
input.pircRB04t4,t_301,0.0763
input.pircRB04t4,t_306,0.1245
input.pircRB04t4,t_311,0.5194
input.pircRB04t4,t_316,0.6669
input.pircRB04t4,t_321,0.3753
input.pircRB04t4,t_326,0.6535
input.pircRB04t4,t_331,0.4072
input.pircRB04t4,t_336,0.1391
input.pircRB04t4,t_341,0.4002
input.pircRB04t4,t_346,0.0944
input.pircRB04t4,t_351,0.5297
input.pircRB04t4,t_356,0.059
input.pircRB04t4,t_361,0.4434
input.pircRB04t4,t_366,0.5062
input.pircRB04t4,t_371,0.0112
input.pircRB04t4,t_376,0.1044
input.pircRB04t4,t_381,0.0477
input.pircRB04t4,t_386,0.0305
input.pircRB04t4,t_391,0.0975
input.pircRB04t4,t_396,0.4479
input.pircRB04t4,t_401,0.0739
input.pircRB04t4,t_406,0.4162
input.pircRB04t4,t_411,0.3804
input.pircRB04t4,t_416,0.3896
input.pircRB04t4,t_421,0.0675
input.pircRB04t4,t_426,0.0688
input.pircRB04t4,t_431,0.4208
input.pircRB04t4,t_436,0.1717
input.pircRB04t4,t_441,0.6944
input.pircRB04t4,t_446,0.1857
input.pircRB04t4,t_601,0.6757
input.pircRB04t4,t_606,0.6341
input.pircRB04t4,t_611,0.2599
input.pircRB04t4,t_616,0.6316
input.pircRB04t4,t_621,0.5543
input.pircRB04t4,t_626,0.0483
input.pircRB04t4,t_631,0.1298
input.pircRB04t4,t_636,0.4996
input.pircRB04t4,t_641,0.4798
input.pircRB04t4,t_646,0.2323
input.pircRB04t4,t_651,0.2427
input.pircRB04t4,t_656,0.5562
input.pircRB04t4,t_661,0.6797
input.pircRB04t4,t_666,0.0232
input.pircRB04t4,t_671,0.5222
input.pircRB04t4,t_676,0.3811
input.pircRB04t4,t_681,0.6267
input.pircRB04t4,t_686,0.4769
input.pircRB04t4,t_691,0.4189
input.pircRB04t4,t_696,0.2688
input.pircRB04td3,t_301,0.0838
input.pircRB04td3,t_306,0.1323
input.pircRB04td3,t_311,0.2895
input.pircRB04td3,t_316,0.6518
input.pircRB04td3,t_321,0.3285
input.pircRB04td3,t_326,0.6732
input.pircRB04td3,t_331,0.4449
input.pircRB04td3,t_336,0.17
input.pircRB04td3,t_341,0.4748
input.pircRB04td3,t_346,0.0624
input.pircRB04td3,t_351,0.5708
input.pircRB04td3,t_356,0.0713
input.pircRB04td3,t_361,0.5432
input.pircRB04td3,t_366,0.4802
input.pircRB04td3,t_371,0.0379
input.pircRB04td3,t_376,0.1584
input.pircRB04td3,t_381,0.0477
input.pircRB04td3,t_386,0.043
input.pircRB04td3,t_391,0.3154
input.pircRB04td3,t_396,0.5437
input.pircRB04td3,t_401,0.0526
input.pircRB04td3,t_406,0.4143
input.pircRB04td3,t_411,0.4092
input.pircRB04td3,t_416,0.3817
input.pircRB04td3,t_421,0.0691
input.pircRB04td3,t_426,0.173
input.pircRB04td3,t_431,0.4499
input.pircRB04td3,t_436,0.2228
input.pircRB04td3,t_441,0.6949
input.pircRB04td3,t_446,0.2455
input.pircRB04td3,t_601,0.7026
input.pircRB04td3,t_606,0.6254
input.pircRB04td3,t_611,0.2896
input.pircRB04td3,t_616,0.6976
input.pircRB04td3,t_621,0.5989
input.pircRB04td3,t_626,0.3994
input.pircRB04td3,t_631,0.1745
input.pircRB04td3,t_636,0.5718
input.pircRB04td3,t_641,0.5015
input.pircRB04td3,t_646,0.2725
input.pircRB04td3,t_651,0.237
input.pircRB04td3,t_656,0.6279
input.pircRB04td3,t_661,0.6775
input.pircRB04td3,t_666,0.0249
input.pircRB04td3,t_671,0.4471
input.pircRB04td3,t_676,0.4002
input.pircRB04td3,t_681,0.6668
input.pircRB04td3,t_686,0.5194
input.pircRB04td3,t_691,0.4035
input.pircRB04td3,t_696,0.3369
input.SABIR04BA,t_301,0.4728
input.SABIR04BA,t_306,0.1343
input.SABIR04BA,t_311,0.2219
input.SABIR04BA,t_316,0.0182
input.SABIR04BA,t_321,0.1863
input.SABIR04BA,t_326,0.6588
input.SABIR04BA,t_331,0.2115
input.SABIR04BA,t_336,0.2256
input.SABIR04BA,t_341,0.395
input.SABIR04BA,t_346,0.0614
input.SABIR04BA,t_351,0.5388
input.SABIR04BA,t_356,0.0502
input.SABIR04BA,t_361,0.4134
input.SABIR04BA,t_366,0.3403
input.SABIR04BA,t_371,0.0155
input.SABIR04BA,t_376,0.0201
input.SABIR04BA,t_381,0.0475
input.SABIR04BA,t_386,0.034
input.SABIR04BA,t_391,0.3225
input.SABIR04BA,t_396,0.5781
input.SABIR04BA,t_401,0.2631
input.SABIR04BA,t_406,0.2646
input.SABIR04BA,t_411,0.4484
input.SABIR04BA,t_416,0.3015
input.SABIR04BA,t_421,0.0081
input.SABIR04BA,t_426,0.0688
input.SABIR04BA,t_431,0.4782
input.SABIR04BA,t_436,0.0844
input.SABIR04BA,t_441,0.4891
input.SABIR04BA,t_446,0.3265
input.SABIR04BA,t_601,0.5258
input.SABIR04BA,t_606,0.443
input.SABIR04BA,t_611,0.301
input.SABIR04BA,t_616,0.6129
input.SABIR04BA,t_621,0.435
input.SABIR04BA,t_626,0.3943
input.SABIR04BA,t_631,0.1981
input.SABIR04BA,t_636,0.3988
input.SABIR04BA,t_641,0.5689
input.SABIR04BA,t_646,0.3519
input.SABIR04BA,t_651,0.0536
input.SABIR04BA,t_656,0.729
input.SABIR04BA,t_661,0.5295
input.SABIR04BA,t_666,0.0295
input.SABIR04BA,t_671,0.2526
input.SABIR04BA,t_676,0.3404
input.SABIR04BA,t_681,0.71
input.SABIR04BA,t_686,0.5763
input.SABIR04BA,t_691,0.2427
input.SABIR04BA,t_696,0.2239
input.SABIR04FA,t_301,0.4708
input.SABIR04FA,t_306,0.1343
input.SABIR04FA,t_311,0.245
input.SABIR04FA,t_316,0.0056
input.SABIR04FA,t_321,0.1651
input.SABIR04FA,t_326,0.6698
input.SABIR04FA,t_331,0.1816
input.SABIR04FA,t_336,0.2221
input.SABIR04FA,t_341,0.3929
input.SABIR04FA,t_346,0.0614
input.SABIR04FA,t_351,0.541
input.SABIR04FA,t_356,0.0458
input.SABIR04FA,t_361,0.4183
input.SABIR04FA,t_366,0.2982
input.SABIR04FA,t_371,0.0132
input.SABIR04FA,t_376,0.0201
input.SABIR04FA,t_381,0.0463
input.SABIR04FA,t_386,0.0354
input.SABIR04FA,t_391,0.3221
input.SABIR04FA,t_396,0.5679
input.SABIR04FA,t_401,0.2573
input.SABIR04FA,t_406,0.2584
input.SABIR04FA,t_411,0.448
input.SABIR04FA,t_416,0.3002
input.SABIR04FA,t_421,0.0084
input.SABIR04FA,t_426,0.0723
input.SABIR04FA,t_431,0.4738
input.SABIR04FA,t_436,0.09
input.SABIR04FA,t_441,0.4791
input.SABIR04FA,t_446,0.3437
input.SABIR04FA,t_601,0.4585
input.SABIR04FA,t_606,0.4219
input.SABIR04FA,t_611,0.2885
input.SABIR04FA,t_616,0.6056
input.SABIR04FA,t_621,0.4051
input.SABIR04FA,t_626,0.3683
input.SABIR04FA,t_631,0.1779
input.SABIR04FA,t_636,0.3747
input.SABIR04FA,t_641,0.5456
input.SABIR04FA,t_646,0.2528
input.SABIR04FA,t_651,0.0555
input.SABIR04FA,t_656,0.7771
input.SABIR04FA,t_661,0.4886
input.SABIR04FA,t_666,0.02
input.SABIR04FA,t_671,0.2541
input.SABIR04FA,t_676,0.3502
input.SABIR04FA,t_681,0.7055
input.SABIR04FA,t_686,0.5528
input.SABIR04FA,t_691,0.2264
input.SABIR04FA,t_696,0.2159
input.uic0401,t_301,0.0695
input.uic0401,t_306,0.0524
input.uic0401,t_311,0.6267
input.uic0401,t_316,0.498
input.uic0401,t_321,0.2693
input.uic0401,t_326,0.6776
input.uic0401,t_331,0.1358
input.uic0401,t_336,0.0635
input.uic0401,t_341,0.3827
input.uic0401,t_346,0.0618
input.uic0401,t_351,0.3915
input.uic0401,t_356,0.1036
input.uic0401,t_361,0.5228
input.uic0401,t_366,0.4404
input.uic0401,t_371,0.0134
input.uic0401,t_376,0.0138
input.uic0401,t_381,0.1182
input.uic0401,t_386,0.0236
input.uic0401,t_391,0.4215
input.uic0401,t_396,0.436
input.uic0401,t_401,0.0236
input.uic0401,t_406,0.3428
input.uic0401,t_411,0.29
input.uic0401,t_416,0.3811
input.uic0401,t_421,0.0639
input.uic0401,t_426,0.0175
input.uic0401,t_431,0.3957
input.uic0401,t_436,0.1806
input.uic0401,t_441,0.6273
input.uic0401,t_446,0.2524
input.uic0401,t_601,0.5587
input.uic0401,t_606,0.625
input.uic0401,t_611,0.375
input.uic0401,t_616,0.6724
input.uic0401,t_621,0.6715
input.uic0401,t_626,0.2512
input.uic0401,t_631,0.1453
input.uic0401,t_636,0.465
input.uic0401,t_641,0.1446
input.uic0401,t_646,0.3058
input.uic0401,t_651,0.1211
input.uic0401,t_656,0.2868
input.uic0401,t_661,0.469
input.uic0401,t_666,0.0159
input.uic0401,t_671,0.434
input.uic0401,t_676,0.3247
input.uic0401,t_681,0.39
input.uic0401,t_686,0.3396
input.uic0401,t_691,0.3562
input.uic0401,t_696,0.2938
input.uogRobDBase,t_301,0.0011
input.uogRobDBase,t_306,0.239
input.uogRobDBase,t_311,9e-04
input.uogRobDBase,t_316,0.4964
input.uogRobDBase,t_321,0.1315
input.uogRobDBase,t_326,0.7343
input.uogRobDBase,t_331,0.012
input.uogRobDBase,t_336,0.0183
input.uogRobDBase,t_341,0.2368
input.uogRobDBase,t_346,0.0059
input.uogRobDBase,t_351,0.6594
input.uogRobDBase,t_356,0.0499
input.uogRobDBase,t_361,0.6722
input.uogRobDBase,t_366,0.4497
input.uogRobDBase,t_371,0.0471
input.uogRobDBase,t_376,1e-04
input.uogRobDBase,t_381,0.043
input.uogRobDBase,t_386,0.0158
input.uogRobDBase,t_391,0.0446
input.uogRobDBase,t_396,0.3931
input.uogRobDBase,t_401,0.0014
input.uogRobDBase,t_406,0.3651
input.uogRobDBase,t_411,0.1908
input.uogRobDBase,t_416,0.2917
input.uogRobDBase,t_421,0.017
input.uogRobDBase,t_426,0.1277
input.uogRobDBase,t_431,0.5153
input.uogRobDBase,t_436,0.1611
input.uogRobDBase,t_441,0.6291
input.uogRobDBase,t_446,0.032
input.uogRobDBase,t_601,0.6137
input.uogRobDBase,t_606,0.2921
input.uogRobDBase,t_611,0.3454
input.uogRobDBase,t_616,0.5939
input.uogRobDBase,t_621,0.4425
input.uogRobDBase,t_626,0.4685
input.uogRobDBase,t_631,0.1141
input.uogRobDBase,t_636,0.0503
input.uogRobDBase,t_641,0.594
input.uogRobDBase,t_646,0.1892
input.uogRobDBase,t_651,0.3943
input.uogRobDBase,t_656,0.6278
input.uogRobDBase,t_661,0.6932
input.uogRobDBase,t_666,0.0198
input.uogRobDBase,t_671,0.5189
input.uogRobDBase,t_676,0.4012
input.uogRobDBase,t_681,0.4984
input.uogRobDBase,t_686,0.5766
input.uogRobDBase,t_691,4e-04
input.uogRobDBase,t_696,0.5192
input.uogRobDWR10,t_301,0.0383
input.uogRobDWR10,t_306,0.2239
input.uogRobDWR10,t_311,4e-04
input.uogRobDWR10,t_316,0.6086
input.uogRobDWR10,t_321,0.0744
input.uogRobDWR10,t_326,0.7322
input.uogRobDWR10,t_331,0.0179
input.uogRobDWR10,t_336,0.0418
input.uogRobDWR10,t_341,0.2565
input.uogRobDWR10,t_346,0.0104
input.uogRobDWR10,t_351,0.6562
input.uogRobDWR10,t_356,0.0511
input.uogRobDWR10,t_361,0.6788
input.uogRobDWR10,t_366,0.4343
input.uogRobDWR10,t_371,0.0634
input.uogRobDWR10,t_376,0
input.uogRobDWR10,t_381,0.0462
input.uogRobDWR10,t_386,0.0175
input.uogRobDWR10,t_391,0.264
input.uogRobDWR10,t_396,0.4913
input.uogRobDWR10,t_401,3e-04
input.uogRobDWR10,t_406,0.3933
input.uogRobDWR10,t_411,0.2298
input.uogRobDWR10,t_416,0.2797
input.uogRobDWR10,t_421,0.0321
input.uogRobDWR10,t_426,0.0921
input.uogRobDWR10,t_431,0.4469
input.uogRobDWR10,t_436,0.1353
input.uogRobDWR10,t_441,0.6212
input.uogRobDWR10,t_446,0.174
input.uogRobDWR10,t_601,0.6377
input.uogRobDWR10,t_606,0.3614
input.uogRobDWR10,t_611,0.3683
input.uogRobDWR10,t_616,0.7596
input.uogRobDWR10,t_621,0.437
input.uogRobDWR10,t_626,0.5828
input.uogRobDWR10,t_631,0.2355
input.uogRobDWR10,t_636,0.0511
input.uogRobDWR10,t_641,0.5721
input.uogRobDWR10,t_646,0.1858
input.uogRobDWR10,t_651,0.3714
input.uogRobDWR10,t_656,0.7161
input.uogRobDWR10,t_661,0.712
input.uogRobDWR10,t_666,0.0177
input.uogRobDWR10,t_671,0.3136
input.uogRobDWR10,t_676,0.4427
input.uogRobDWR10,t_681,0.3719
input.uogRobDWR10,t_686,0.5638
input.uogRobDWR10,t_691,1e-04
input.uogRobDWR10,t_696,0.5836
input.uogRobDWR5,t_301,0.0398
input.uogRobDWR5,t_306,0.1785
input.uogRobDWR5,t_311,9e-04
input.uogRobDWR5,t_316,0.6086
input.uogRobDWR5,t_321,0.1014
input.uogRobDWR5,t_326,0.7172
input.uogRobDWR5,t_331,0.0199
input.uogRobDWR5,t_336,0.0333
input.uogRobDWR5,t_341,0.2565
input.uogRobDWR5,t_346,0.0086
input.uogRobDWR5,t_351,0.6562
input.uogRobDWR5,t_356,0.0511
input.uogRobDWR5,t_361,0.6788
input.uogRobDWR5,t_366,0.4343
input.uogRobDWR5,t_371,0.0646
input.uogRobDWR5,t_376,0
input.uogRobDWR5,t_381,0.0469
input.uogRobDWR5,t_386,0.0146
input.uogRobDWR5,t_391,0.2129
input.uogRobDWR5,t_396,0.5319
input.uogRobDWR5,t_401,0.0018
input.uogRobDWR5,t_406,0.3933
input.uogRobDWR5,t_411,0.2307
input.uogRobDWR5,t_416,0.2773
input.uogRobDWR5,t_421,0.0303
input.uogRobDWR5,t_426,0.0772
input.uogRobDWR5,t_431,0.4469
input.uogRobDWR5,t_436,0.1486
input.uogRobDWR5,t_441,0.6193
input.uogRobDWR5,t_446,0.2645
input.uogRobDWR5,t_601,0.6391
input.uogRobDWR5,t_606,0.3068
input.uogRobDWR5,t_611,0.3683
input.uogRobDWR5,t_616,0.7238
input.uogRobDWR5,t_621,0.437
input.uogRobDWR5,t_626,0.5828
input.uogRobDWR5,t_631,0.1177
input.uogRobDWR5,t_636,0.061
input.uogRobDWR5,t_641,0.5721
