system,topic,score
input.b-BoW-t-BoWBoE,t_408,0.0365
input.b-BoW-t-BoWBoE,t_414,0.0657
input.b-BoW-t-BoWBoE,t_422,0.1378
input.b-BoW-t-BoWBoE,t_426,0.1466
input.b-BoW-t-BoWBoE,t_427,0.0296
input.b-BoW-t-BoWBoE,t_433,0.0757
input.b-BoW-t-BoWBoE,t_439,0.0198
input.b-BoW-t-BoWBoE,t_442,0.0552
input.b-BoW-t-BoWBoE,t_445,0.2695
input.b-BoW-t-BoWBoE,t_626,0.3396
input.b-BoW-t-BoWBoE,t_646,0.1103
input.b-BoW-t-BoWBoE,t_690,0.0091
input.b-BoW-t-BoWBoE,t_801,0.2592
input.b-BoW-t-BoWBoE,t_802,0.6635
input.b-BoW-t-BoWBoE,t_803,0.2552
input.b-BoW-t-BoWBoE,t_804,0.1001
input.b-BoW-t-BoWBoE,t_805,0.1518
input.b-BoW-t-BoWBoE,t_806,0.4797
input.b-BoW-t-BoWBoE,t_807,0.8344
input.b-BoW-t-BoWBoE,t_808,0.0882
input.b-BoW-t-BoWBoE,t_809,0.4096
input.b-BoW-t-BoWBoE,t_810,0.2683
input.b-BoW-t-BoWBoE,t_811,0.5485
input.b-BoW-t-BoWBoE,t_812,0.2394
input.b-BoW-t-BoWBoE,t_813,0.1073
input.b-BoW-t-BoWBoE,t_814,0.3967
input.b-BoW-t-BoWBoE,t_815,0.3579
input.b-BoW-t-BoWBoE,t_816,0.1328
input.b-BoW-t-BoWBoE,t_817,0.4327
input.b-BoW-t-BoWBoE,t_818,0.3485
input.b-BoW-t-BoWBoE,t_819,0.1183
input.b-BoW-t-BoWBoE,t_820,0.2153
input.b-BoW-t-BoWBoE,t_821,0.1931
input.b-BoW-t-BoWBoE,t_822,0.2969
input.b-BoW-t-BoWBoE,t_823,0.3406
input.b-BoW-t-BoWBoE,t_824,0.5046
input.b-BoW-t-BoWBoE,t_825,0.5504
input.BM25-b-BoW,t_321,0.1107
input.BM25-b-BoW,t_336,0.569
input.BM25-b-BoW,t_341,0.1962
input.BM25-b-BoW,t_347,0.0804
input.BM25-b-BoW,t_350,0.0035
input.BM25-b-BoW,t_362,0.066
input.BM25-b-BoW,t_363,0.2695
input.BM25-b-BoW,t_367,0.0599
input.BM25-b-BoW,t_375,0.3827
input.BM25-b-BoW,t_378,0.0898
input.BM25-b-BoW,t_393,0.0106
input.BM25-b-BoW,t_397,0.124
input.BM25-b-BoW,t_400,0.0948
input.BM25-b-BoW,t_408,0.0315
input.BM25-b-BoW,t_414,0.146
input.BM25-b-BoW,t_422,0.1921
input.BM25-b-BoW,t_426,0.1157
input.BM25-b-BoW,t_427,0.0237
input.BM25-b-BoW,t_433,0.0415
input.BM25-b-BoW,t_439,0.0186
input.BM25-b-BoW,t_442,0.0499
input.BM25-b-BoW,t_445,0.1911
input.BM25-b-BoW,t_626,0.3199
input.BM25-b-BoW,t_646,0.1658
input.BM25-b-BoW,t_690,0.0075
input.BM25-b-BoW,t_801,0.0992
input.BM25-b-BoW,t_802,0.6607
input.BM25-b-BoW,t_803,0.2498
input.BM25-b-BoW,t_804,0.0753
input.BM25-b-BoW,t_805,0.1177
input.BM25-b-BoW,t_806,0.5165
input.BM25-b-BoW,t_807,0.8191
input.BM25-b-BoW,t_808,0.0862
input.BM25-b-BoW,t_809,0.4019
input.BM25-b-BoW,t_810,0.3272
input.BM25-b-BoW,t_811,0.4817
input.BM25-b-BoW,t_812,0.1948
input.BM25-b-BoW,t_813,0.0666
input.BM25-b-BoW,t_814,0.4009
input.BM25-b-BoW,t_815,0.3242
input.BM25-b-BoW,t_816,0.1263
input.BM25-b-BoW,t_817,0.4531
input.BM25-b-BoW,t_818,0.3241
input.BM25-b-BoW,t_819,0.1846
input.BM25-b-BoW,t_820,0.16
input.BM25-b-BoW,t_821,0.1933
input.BM25-b-BoW,t_822,0.2335
input.BM25-b-BoW,t_823,0.3493
input.BM25-b-BoW,t_824,0.3942
input.BM25-b-BoW,t_825,0.4964
input.bt-BoW,t_321,0.1472
input.bt-BoW,t_336,0.5213
input.bt-BoW,t_341,0.2391
input.bt-BoW,t_347,0.0848
input.bt-BoW,t_350,0.0025
input.bt-BoW,t_362,0.1444
input.bt-BoW,t_363,0.243
input.bt-BoW,t_367,0.0496
input.bt-BoW,t_375,0.4381
input.bt-BoW,t_378,0.1337
input.bt-BoW,t_393,0.0145
input.bt-BoW,t_397,0.1769
input.bt-BoW,t_400,0.0998
input.bt-BoW,t_408,0.0369
input.bt-BoW,t_414,0.0723
input.bt-BoW,t_422,0.1155
input.bt-BoW,t_426,0.1428
input.bt-BoW,t_427,0.0313
input.bt-BoW,t_433,0.0799
input.bt-BoW,t_439,0.0202
input.bt-BoW,t_442,0.0516
input.bt-BoW,t_445,0.2774
input.bt-BoW,t_626,0.3488
input.bt-BoW,t_646,0.1085
input.bt-BoW,t_690,0.0088
input.bt-BoW,t_801,0.1349
input.bt-BoW,t_802,0.6639
input.bt-BoW,t_803,0.256
input.bt-BoW,t_804,0.1033
input.bt-BoW,t_805,0.1476
input.bt-BoW,t_806,0.5168
input.bt-BoW,t_807,0.8364
input.bt-BoW,t_808,0.0792
input.bt-BoW,t_809,0.4371
input.bt-BoW,t_810,0.2439
input.bt-BoW,t_811,0.5487
input.bt-BoW,t_812,0.2308
input.bt-BoW,t_813,0.0865
input.bt-BoW,t_814,0.4203
input.bt-BoW,t_815,0.3489
input.bt-BoW,t_816,0.1268
input.bt-BoW,t_817,0.4409
input.bt-BoW,t_818,0.3493
input.bt-BoW,t_819,0.108
input.bt-BoW,t_820,0.2033
input.bt-BoW,t_821,0.1967
input.bt-BoW,t_822,0.27
input.bt-BoW,t_823,0.3379
input.bt-BoW,t_824,0.4898
input.bt-BoW,t_825,0.534
input.bt-BoWBoE,t_321,0.2444
input.bt-BoWBoE,t_336,0.5247
input.bt-BoWBoE,t_341,0.2434
input.bt-BoWBoE,t_347,0.0802
input.bt-BoWBoE,t_350,0.0023
input.bt-BoWBoE,t_362,0.1549
input.bt-BoWBoE,t_363,0.2294
input.bt-BoWBoE,t_367,0.0789
input.bt-BoWBoE,t_375,0.4607
input.bt-BoWBoE,t_378,0.1531
input.bt-BoWBoE,t_393,0.022
input.bt-BoWBoE,t_397,0.1848
input.bt-BoWBoE,t_400,0.1136
input.bt-BoWBoE,t_408,0.0381
input.bt-BoWBoE,t_414,0.0629
input.bt-BoWBoE,t_422,0.1297
input.bt-BoWBoE,t_426,0.1919
input.bt-BoWBoE,t_427,0.0274
input.bt-BoWBoE,t_433,0.1308
input.bt-BoWBoE,t_439,0.0207
input.bt-BoWBoE,t_442,0.0559
input.bt-BoWBoE,t_445,0.2811
input.bt-BoWBoE,t_626,0.3612
input.bt-BoWBoE,t_646,0.1154
input.bt-BoWBoE,t_690,0.0094
input.bt-BoWBoE,t_801,0.1147
input.bt-BoWBoE,t_802,0.7347
input.bt-BoWBoE,t_803,0.2525
input.bt-BoWBoE,t_804,0.1464
input.bt-BoWBoE,t_805,0.1576
input.bt-BoWBoE,t_806,0.5479
input.bt-BoWBoE,t_807,0.8322
input.bt-BoWBoE,t_808,0.0878
input.bt-BoWBoE,t_809,0.4384
input.bt-BoWBoE,t_810,0.2462
input.bt-BoWBoE,t_811,0.5675
input.bt-BoWBoE,t_812,0.2451
input.bt-BoWBoE,t_813,0.0908
input.bt-BoWBoE,t_814,0.5077
input.bt-BoWBoE,t_815,0.347
input.bt-BoWBoE,t_816,0.1253
input.bt-BoWBoE,t_817,0.4384
input.bt-BoWBoE,t_818,0.3307
input.bt-BoWBoE,t_819,0.1128
input.bt-BoWBoE,t_820,0.2157
input.bt-BoWBoE,t_821,0.1963
input.bt-BoWBoE,t_822,0.298
input.bt-BoWBoE,t_823,0.3367
input.bt-BoWBoE,t_824,0.5032
input.bt-BoWBoE,t_825,0.5495
input.h2oloo_e7ax0.6,t_321,0.2842
input.h2oloo_e7ax0.6,t_336,0.2037
input.h2oloo_e7ax0.6,t_341,0.462
input.h2oloo_e7ax0.6,t_347,0.3538
input.h2oloo_e7ax0.6,t_350,0.0495
input.h2oloo_e7ax0.6,t_362,0.5021
input.h2oloo_e7ax0.6,t_363,0.6921
input.h2oloo_e7ax0.6,t_367,0.3353
input.h2oloo_e7ax0.6,t_375,0.588
input.h2oloo_e7ax0.6,t_378,0.1676
input.h2oloo_e7ax0.6,t_393,0.0122
input.h2oloo_e7ax0.6,t_397,0.7523
input.h2oloo_e7ax0.6,t_400,0.2219
input.h2oloo_e7ax0.6,t_408,0.4773
input.h2oloo_e7ax0.6,t_414,0.0055
input.h2oloo_e7ax0.6,t_422,0.38
input.h2oloo_e7ax0.6,t_426,0.381
input.h2oloo_e7ax0.6,t_427,0.0983
input.h2oloo_e7ax0.6,t_433,0.1388
input.h2oloo_e7ax0.6,t_439,0.2179
input.h2oloo_e7ax0.6,t_442,0.2646
input.h2oloo_e7ax0.6,t_445,0.3099
input.h2oloo_e7ax0.6,t_626,0.6118
input.h2oloo_e7ax0.6,t_646,0.0822
input.h2oloo_e7ax0.6,t_690,0.1023
input.h2oloo_e7ax0.6,t_801,0.1587
input.h2oloo_e7ax0.6,t_802,0.2557
input.h2oloo_e7ax0.6,t_803,0.3089
input.h2oloo_e7ax0.6,t_804,0.2079
input.h2oloo_e7ax0.6,t_805,0.0908
input.h2oloo_e7ax0.6,t_806,0.6539
input.h2oloo_e7ax0.6,t_807,0.8952
input.h2oloo_e7ax0.6,t_808,0.236
input.h2oloo_e7ax0.6,t_809,0.4946
input.h2oloo_e7ax0.6,t_810,0.2671
input.h2oloo_e7ax0.6,t_811,0.6203
input.h2oloo_e7ax0.6,t_812,0.2479
input.h2oloo_e7ax0.6,t_813,0.0825
input.h2oloo_e7ax0.6,t_814,0.5312
input.h2oloo_e7ax0.6,t_815,0.2394
input.h2oloo_e7ax0.6,t_816,0.0952
input.h2oloo_e7ax0.6,t_817,0.3878
input.h2oloo_e7ax0.6,t_818,0.5901
input.h2oloo_e7ax0.6,t_819,0.1303
input.h2oloo_e7ax0.6,t_820,0.3234
input.h2oloo_e7ax0.6,t_821,0.2942
input.h2oloo_e7ax0.6,t_822,0.3073
input.h2oloo_e7ax0.6,t_823,0.4609
input.h2oloo_e7ax0.6,t_824,0.4719
input.h2oloo_e7ax0.6,t_825,0.5067
input.h2oloo_e7ax0.7,t_321,0.2543
input.h2oloo_e7ax0.7,t_336,0.1942
input.h2oloo_e7ax0.7,t_341,0.407
input.h2oloo_e7ax0.7,t_347,0.39
input.h2oloo_e7ax0.7,t_350,0.0964
input.h2oloo_e7ax0.7,t_362,0.4995
input.h2oloo_e7ax0.7,t_363,0.6345
input.h2oloo_e7ax0.7,t_367,0.3414
input.h2oloo_e7ax0.7,t_375,0.5553
input.h2oloo_e7ax0.7,t_378,0.1575
input.h2oloo_e7ax0.7,t_393,0.0143
input.h2oloo_e7ax0.7,t_397,0.756
input.h2oloo_e7ax0.7,t_400,0.2078
input.h2oloo_e7ax0.7,t_408,0.5208
input.h2oloo_e7ax0.7,t_414,0.0049
input.h2oloo_e7ax0.7,t_422,0.389
input.h2oloo_e7ax0.7,t_426,0.3096
input.h2oloo_e7ax0.7,t_427,0.1008
input.h2oloo_e7ax0.7,t_433,0.1244
input.h2oloo_e7ax0.7,t_439,0.2223
input.h2oloo_e7ax0.7,t_442,0.2565
input.h2oloo_e7ax0.7,t_445,0.2993
input.h2oloo_e7ax0.7,t_626,0.5923
input.h2oloo_e7ax0.7,t_646,0.0809
input.h2oloo_e7ax0.7,t_690,0.1023
input.h2oloo_e7ax0.7,t_801,0.1587
input.h2oloo_e7ax0.7,t_802,0.2557
input.h2oloo_e7ax0.7,t_803,0.3089
input.h2oloo_e7ax0.7,t_804,0.2079
input.h2oloo_e7ax0.7,t_805,0.0908
input.h2oloo_e7ax0.7,t_806,0.6539
input.h2oloo_e7ax0.7,t_807,0.8952
input.h2oloo_e7ax0.7,t_808,0.236
input.h2oloo_e7ax0.7,t_809,0.4946
input.h2oloo_e7ax0.7,t_810,0.2671
input.h2oloo_e7ax0.7,t_811,0.6203
input.h2oloo_e7ax0.7,t_812,0.2479
input.h2oloo_e7ax0.7,t_813,0.0825
input.h2oloo_e7ax0.7,t_814,0.5312
input.h2oloo_e7ax0.7,t_815,0.2394
input.h2oloo_e7ax0.7,t_816,0.0952
input.h2oloo_e7ax0.7,t_817,0.3878
input.h2oloo_e7ax0.7,t_818,0.5901
input.h2oloo_e7ax0.7,t_819,0.1303
input.h2oloo_e7ax0.7,t_820,0.3234
input.h2oloo_e7ax0.7,t_821,0.2942
input.h2oloo_e7ax0.7,t_822,0.3073
input.h2oloo_e7ax0.7,t_823,0.4609
input.h2oloo_e7ax0.7,t_824,0.4719
input.h2oloo_e7ax0.7,t_825,0.5067
input.h2oloo_e7rm30.6,t_321,0.304
input.h2oloo_e7rm30.6,t_336,0.2167
input.h2oloo_e7rm30.6,t_341,0.4839
input.h2oloo_e7rm30.6,t_347,0.3455
input.h2oloo_e7rm30.6,t_350,0.1634
input.h2oloo_e7rm30.6,t_362,0.4318
input.h2oloo_e7rm30.6,t_363,0.6547
input.h2oloo_e7rm30.6,t_367,0.3091
input.h2oloo_e7rm30.6,t_375,0.5896
input.h2oloo_e7rm30.6,t_378,0.1724
input.h2oloo_e7rm30.6,t_393,0.0081
input.h2oloo_e7rm30.6,t_397,0.7316
input.h2oloo_e7rm30.6,t_400,0.1945
input.h2oloo_e7rm30.6,t_408,0.4703
input.h2oloo_e7rm30.6,t_414,0.0154
input.h2oloo_e7rm30.6,t_422,0.4393
input.h2oloo_e7rm30.6,t_426,0.4266
input.h2oloo_e7rm30.6,t_427,0.097
input.h2oloo_e7rm30.6,t_433,0.0132
input.h2oloo_e7rm30.6,t_439,0.2064
input.h2oloo_e7rm30.6,t_442,0.2215
input.h2oloo_e7rm30.6,t_445,0.3128
input.h2oloo_e7rm30.6,t_626,0.5865
input.h2oloo_e7rm30.6,t_646,0.0862
input.h2oloo_e7rm30.6,t_690,0.1033
input.h2oloo_e7rm30.6,t_801,0.1426
input.h2oloo_e7rm30.6,t_802,0.1485
input.h2oloo_e7rm30.6,t_803,0.3101
input.h2oloo_e7rm30.6,t_804,0.3274
input.h2oloo_e7rm30.6,t_805,0.1223
input.h2oloo_e7rm30.6,t_806,0.655
input.h2oloo_e7rm30.6,t_807,0.9087
input.h2oloo_e7rm30.6,t_808,0.1479
input.h2oloo_e7rm30.6,t_809,0.7843
input.h2oloo_e7rm30.6,t_810,0.1648
input.h2oloo_e7rm30.6,t_811,0.6008
input.h2oloo_e7rm30.6,t_812,0.1471
input.h2oloo_e7rm30.6,t_813,0.0841
input.h2oloo_e7rm30.6,t_814,0.6259
input.h2oloo_e7rm30.6,t_815,0.2833
input.h2oloo_e7rm30.6,t_816,0.1179
input.h2oloo_e7rm30.6,t_817,0.3862
input.h2oloo_e7rm30.6,t_818,0.6142
input.h2oloo_e7rm30.6,t_819,0.1114
input.h2oloo_e7rm30.6,t_820,0.2756
input.h2oloo_e7rm30.6,t_821,0.346
input.h2oloo_e7rm30.6,t_822,0.3093
input.h2oloo_e7rm30.6,t_823,0.4881
input.h2oloo_e7rm30.6,t_824,0.4943
input.h2oloo_e7rm30.6,t_825,0.4837
input.h2oloo_e7rm30.7,t_321,0.2935
input.h2oloo_e7rm30.7,t_336,0.1937
input.h2oloo_e7rm30.7,t_341,0.444
input.h2oloo_e7rm30.7,t_347,0.3746
input.h2oloo_e7rm30.7,t_350,0.3672
input.h2oloo_e7rm30.7,t_362,0.4536
input.h2oloo_e7rm30.7,t_363,0.6277
input.h2oloo_e7rm30.7,t_367,0.3223
input.h2oloo_e7rm30.7,t_375,0.5725
input.h2oloo_e7rm30.7,t_378,0.1513
input.h2oloo_e7rm30.7,t_393,0.0075
input.h2oloo_e7rm30.7,t_397,0.7389
input.h2oloo_e7rm30.7,t_400,0.2019
input.h2oloo_e7rm30.7,t_408,0.5281
input.h2oloo_e7rm30.7,t_414,0.0112
input.h2oloo_e7rm30.7,t_422,0.4289
input.h2oloo_e7rm30.7,t_426,0.3646
input.h2oloo_e7rm30.7,t_427,0.104
input.h2oloo_e7rm30.7,t_433,0.0161
input.h2oloo_e7rm30.7,t_439,0.209
input.h2oloo_e7rm30.7,t_442,0.1955
input.h2oloo_e7rm30.7,t_445,0.3309
input.h2oloo_e7rm30.7,t_626,0.5981
input.h2oloo_e7rm30.7,t_646,0.0891
input.h2oloo_e7rm30.7,t_690,0.1025
input.h2oloo_e7rm30.7,t_801,0.1426
input.h2oloo_e7rm30.7,t_802,0.1485
input.h2oloo_e7rm30.7,t_803,0.3101
input.h2oloo_e7rm30.7,t_804,0.3274
input.h2oloo_e7rm30.7,t_805,0.1223
input.h2oloo_e7rm30.7,t_806,0.655
input.h2oloo_e7rm30.7,t_807,0.9087
input.h2oloo_e7rm30.7,t_808,0.1479
input.h2oloo_e7rm30.7,t_809,0.7843
input.h2oloo_e7rm30.7,t_810,0.1648
input.h2oloo_e7rm30.7,t_811,0.6008
input.h2oloo_e7rm30.7,t_812,0.1471
input.h2oloo_e7rm30.7,t_813,0.0841
input.h2oloo_e7rm30.7,t_814,0.6259
input.h2oloo_e7rm30.7,t_815,0.2833
input.h2oloo_e7rm30.7,t_816,0.1179
input.h2oloo_e7rm30.7,t_817,0.3862
input.h2oloo_e7rm30.7,t_818,0.6142
input.h2oloo_e7rm30.7,t_819,0.1114
input.h2oloo_e7rm30.7,t_820,0.2756
input.h2oloo_e7rm30.7,t_821,0.346
input.h2oloo_e7rm30.7,t_822,0.3093
input.h2oloo_e7rm30.7,t_823,0.4881
input.h2oloo_e7rm30.7,t_824,0.4943
input.h2oloo_e7rm30.7,t_825,0.4837
input.h2oloo_enax0.6,t_321,0.2856
input.h2oloo_enax0.6,t_336,0.229
input.h2oloo_enax0.6,t_341,0.4617
input.h2oloo_enax0.6,t_347,0.3527
input.h2oloo_enax0.6,t_350,0.0542
input.h2oloo_enax0.6,t_362,0.456
input.h2oloo_enax0.6,t_363,0.6841
input.h2oloo_enax0.6,t_367,0.3535
input.h2oloo_enax0.6,t_375,0.5939
input.h2oloo_enax0.6,t_378,0.1668
input.h2oloo_enax0.6,t_393,0.0125
input.h2oloo_enax0.6,t_397,0.7413
input.h2oloo_enax0.6,t_400,0.2257
input.h2oloo_enax0.6,t_408,0.5255
input.h2oloo_enax0.6,t_414,0.0075
input.h2oloo_enax0.6,t_422,0.4411
input.h2oloo_enax0.6,t_426,0.4064
input.h2oloo_enax0.6,t_427,0.1103
input.h2oloo_enax0.6,t_433,0.141
input.h2oloo_enax0.6,t_439,0.2199
input.h2oloo_enax0.6,t_442,0.2697
input.h2oloo_enax0.6,t_445,0.299
input.h2oloo_enax0.6,t_626,0.6335
input.h2oloo_enax0.6,t_646,0.0831
input.h2oloo_enax0.6,t_690,0.094
input.h2oloo_enax0.6,t_801,0.1587
input.h2oloo_enax0.6,t_802,0.2557
input.h2oloo_enax0.6,t_803,0.3089
input.h2oloo_enax0.6,t_804,0.2079
input.h2oloo_enax0.6,t_805,0.0908
input.h2oloo_enax0.6,t_806,0.6539
input.h2oloo_enax0.6,t_807,0.8952
input.h2oloo_enax0.6,t_808,0.236
input.h2oloo_enax0.6,t_809,0.4946
input.h2oloo_enax0.6,t_810,0.2671
input.h2oloo_enax0.6,t_811,0.6203
input.h2oloo_enax0.6,t_812,0.2479
input.h2oloo_enax0.6,t_813,0.0825
input.h2oloo_enax0.6,t_814,0.5312
input.h2oloo_enax0.6,t_815,0.2394
input.h2oloo_enax0.6,t_816,0.0952
input.h2oloo_enax0.6,t_817,0.3878
input.h2oloo_enax0.6,t_818,0.5901
input.h2oloo_enax0.6,t_819,0.1303
input.h2oloo_enax0.6,t_820,0.3234
input.h2oloo_enax0.6,t_821,0.2942
input.h2oloo_enax0.6,t_822,0.3073
input.h2oloo_enax0.6,t_823,0.4609
input.h2oloo_enax0.6,t_824,0.4719
input.h2oloo_enax0.6,t_825,0.5067
input.h2oloo_enax0.7,t_321,0.2593
input.h2oloo_enax0.7,t_336,0.1896
input.h2oloo_enax0.7,t_341,0.4041
input.h2oloo_enax0.7,t_347,0.3729
input.h2oloo_enax0.7,t_350,0.13
input.h2oloo_enax0.7,t_362,0.442
input.h2oloo_enax0.7,t_363,0.6002
input.h2oloo_enax0.7,t_367,0.3533
input.h2oloo_enax0.7,t_375,0.5732
input.h2oloo_enax0.7,t_378,0.1856
input.h2oloo_enax0.7,t_393,0.0185
input.h2oloo_enax0.7,t_397,0.7371
input.h2oloo_enax0.7,t_400,0.2106
input.h2oloo_enax0.7,t_408,0.5374
input.h2oloo_enax0.7,t_414,0.0064
input.h2oloo_enax0.7,t_422,0.4431
input.h2oloo_enax0.7,t_426,0.3755
input.h2oloo_enax0.7,t_427,0.1131
input.h2oloo_enax0.7,t_433,0.1609
input.h2oloo_enax0.7,t_439,0.2148
input.h2oloo_enax0.7,t_442,0.263
input.h2oloo_enax0.7,t_445,0.2886
input.h2oloo_enax0.7,t_626,0.6081
input.h2oloo_enax0.7,t_646,0.0916
input.h2oloo_enax0.7,t_690,0.0954
input.h2oloo_enax0.7,t_801,0.1426
input.h2oloo_enax0.7,t_802,0.1485
input.h2oloo_enax0.7,t_803,0.3101
input.h2oloo_enax0.7,t_804,0.3274
input.h2oloo_enax0.7,t_805,0.1223
input.h2oloo_enax0.7,t_806,0.655
input.h2oloo_enax0.7,t_807,0.9087
input.h2oloo_enax0.7,t_808,0.1479
input.h2oloo_enax0.7,t_809,0.7843
input.h2oloo_enax0.7,t_810,0.1648
input.h2oloo_enax0.7,t_811,0.6008
input.h2oloo_enax0.7,t_812,0.1471
input.h2oloo_enax0.7,t_813,0.0841
input.h2oloo_enax0.7,t_814,0.6259
input.h2oloo_enax0.7,t_815,0.2833
input.h2oloo_enax0.7,t_816,0.1179
input.h2oloo_enax0.7,t_817,0.3862
input.h2oloo_enax0.7,t_818,0.6142
input.h2oloo_enax0.7,t_819,0.1114
input.h2oloo_enax0.7,t_820,0.2756
input.h2oloo_enax0.7,t_821,0.346
input.h2oloo_enax0.7,t_822,0.3093
input.h2oloo_enax0.7,t_823,0.4881
input.h2oloo_enax0.7,t_824,0.4943
input.h2oloo_enax0.7,t_825,0.4837
input.h2oloo_LR2AX0.6,t_321,0.29
input.h2oloo_LR2AX0.6,t_336,0.1935
input.h2oloo_LR2AX0.6,t_341,0.4261
input.h2oloo_LR2AX0.6,t_347,0.3483
input.h2oloo_LR2AX0.6,t_350,0.0605
input.h2oloo_LR2AX0.6,t_362,0.4742
input.h2oloo_LR2AX0.6,t_363,0.6258
input.h2oloo_LR2AX0.6,t_367,0.3195
input.h2oloo_LR2AX0.6,t_375,0.559
input.h2oloo_LR2AX0.6,t_378,0.1715
input.h2oloo_LR2AX0.6,t_393,0.0103
input.h2oloo_LR2AX0.6,t_397,0.7486
input.h2oloo_LR2AX0.6,t_400,0.2339
input.h2oloo_LR2AX0.6,t_408,0.4372
input.h2oloo_LR2AX0.6,t_414,0.0046
input.h2oloo_LR2AX0.6,t_422,0.2258
input.h2oloo_LR2AX0.6,t_426,0.3131
input.h2oloo_LR2AX0.6,t_427,0.1138
input.h2oloo_LR2AX0.6,t_433,0.1118
input.h2oloo_LR2AX0.6,t_439,0.2007
input.h2oloo_LR2AX0.6,t_442,0.2406
input.h2oloo_LR2AX0.6,t_445,0.281
input.h2oloo_LR2AX0.6,t_626,0.5836
input.h2oloo_LR2AX0.6,t_646,0.093
input.h2oloo_LR2AX0.6,t_690,0.1346
input.h2oloo_LR2AX0.6,t_801,0.1426
input.h2oloo_LR2AX0.6,t_802,0.1485
input.h2oloo_LR2AX0.6,t_803,0.3101
input.h2oloo_LR2AX0.6,t_804,0.3274
input.h2oloo_LR2AX0.6,t_805,0.1223
input.h2oloo_LR2AX0.6,t_806,0.655
input.h2oloo_LR2AX0.6,t_807,0.9087
input.h2oloo_LR2AX0.6,t_808,0.1479
input.h2oloo_LR2AX0.6,t_809,0.7843
input.h2oloo_LR2AX0.6,t_810,0.1648
input.h2oloo_LR2AX0.6,t_811,0.6008
input.h2oloo_LR2AX0.6,t_812,0.1471
input.h2oloo_LR2AX0.6,t_813,0.0841
input.h2oloo_LR2AX0.6,t_814,0.6259
input.h2oloo_LR2AX0.6,t_815,0.2833
input.h2oloo_LR2AX0.6,t_816,0.1179
input.h2oloo_LR2AX0.6,t_817,0.3862
input.h2oloo_LR2AX0.6,t_818,0.6142
input.h2oloo_LR2AX0.6,t_819,0.1114
input.h2oloo_LR2AX0.6,t_820,0.2756
input.h2oloo_LR2AX0.6,t_821,0.346
input.h2oloo_LR2AX0.6,t_822,0.3093
input.h2oloo_LR2AX0.6,t_823,0.4881
input.h2oloo_LR2AX0.6,t_824,0.4943
input.h2oloo_LR2AX0.6,t_825,0.4837
input.h2oloo_LR2_rm3,t_321,0.2887
input.h2oloo_LR2_rm3,t_336,0.2394
input.h2oloo_LR2_rm3,t_341,0.4645
input.h2oloo_LR2_rm3,t_347,0.3267
input.h2oloo_LR2_rm3,t_350,0.1963
input.h2oloo_LR2_rm3,t_362,0.4185
input.h2oloo_LR2_rm3,t_363,0.5997
input.h2oloo_LR2_rm3,t_367,0.311
input.h2oloo_LR2_rm3,t_375,0.5787
input.h2oloo_LR2_rm3,t_378,0.1772
input.h2oloo_LR2_rm3,t_393,0.0077
input.h2oloo_LR2_rm3,t_397,0.7269
input.h2oloo_LR2_rm3,t_400,0.2074
input.h2oloo_LR2_rm3,t_408,0.4271
input.h2oloo_LR2_rm3,t_414,0.0074
input.h2oloo_LR2_rm3,t_422,0.2863
input.h2oloo_LR2_rm3,t_426,0.4244
input.h2oloo_LR2_rm3,t_427,0.106
input.h2oloo_LR2_rm3,t_433,0.0119
input.h2oloo_LR2_rm3,t_439,0.1868
input.h2oloo_LR2_rm3,t_442,0.1953
input.h2oloo_LR2_rm3,t_445,0.3076
input.h2oloo_LR2_rm3,t_626,0.5749
input.h2oloo_LR2_rm3,t_646,0.0911
input.h2oloo_LR2_rm3,t_690,0.1242
input.h2oloo_LR2_rm3,t_801,0.1426
input.h2oloo_LR2_rm3,t_802,0.1485
input.h2oloo_LR2_rm3,t_803,0.3101
input.h2oloo_LR2_rm3,t_804,0.3274
input.h2oloo_LR2_rm3,t_805,0.1223
input.h2oloo_LR2_rm3,t_806,0.655
input.h2oloo_LR2_rm3,t_807,0.9087
input.h2oloo_LR2_rm3,t_808,0.1479
input.h2oloo_LR2_rm3,t_809,0.7843
input.h2oloo_LR2_rm3,t_810,0.1648
input.h2oloo_LR2_rm3,t_811,0.6008
input.h2oloo_LR2_rm3,t_812,0.1471
input.h2oloo_LR2_rm3,t_813,0.0841
input.h2oloo_LR2_rm3,t_814,0.6259
input.h2oloo_LR2_rm3,t_815,0.2833
input.h2oloo_LR2_rm3,t_816,0.1179
input.h2oloo_LR2_rm3,t_817,0.3862
input.h2oloo_LR2_rm3,t_818,0.6142
input.h2oloo_LR2_rm3,t_819,0.1114
input.h2oloo_LR2_rm3,t_820,0.2756
input.h2oloo_LR2_rm3,t_821,0.346
input.h2oloo_LR2_rm3,t_822,0.3093
input.h2oloo_LR2_rm3,t_823,0.4881
input.h2oloo_LR2_rm3,t_824,0.4943
input.h2oloo_LR2_rm3,t_825,0.4837
input.h2oloo_LRax0.6,t_321,0.3209
input.h2oloo_LRax0.6,t_336,0.2423
input.h2oloo_LRax0.6,t_341,0.474
input.h2oloo_LRax0.6,t_347,0.3316
input.h2oloo_LRax0.6,t_350,0.1824
input.h2oloo_LRax0.6,t_362,0.421
input.h2oloo_LRax0.6,t_363,0.6038
input.h2oloo_LRax0.6,t_367,0.3064
input.h2oloo_LRax0.6,t_375,0.5849
