system,topic,score
input.MRGrandrel,t_394,0.4867
input.MRGrandrel,t_397,0.3609
input.MRGrandrel,t_399,0.3853
input.MRGrandrel,t_400,0.4439
input.MRGrandrel,t_404,0.1113
input.MRGrandrel,t_408,0.2432
input.MRGrandrel,t_414,0.4407
input.MRGrandrel,t_416,0.5033
input.MRGrandrel,t_419,0.2917
input.MRGrandrel,t_422,0.4406
input.MRGrandrel,t_423,0.9115
input.MRGrandrel,t_426,0.5571
input.MRGrandrel,t_427,0.5714
input.MRGrandrel,t_433,0.1016
input.MRGrandrel,t_435,0.0257
input.MRGrandrel,t_436,0.3119
input.MRGrandrel,t_439,0.1145
input.MRGrandrel,t_442,0.2644
input.MRGrandrel,t_443,0.0351
input.MRGrandrel,t_445,0.1634
input.MRGrandrel,t_614,0.8689
input.MRGrandrel,t_620,0.3412
input.MRGrandrel,t_626,0.5405
input.MRGrandrel,t_646,0.5528
input.MRGrandrel,t_677,0.6312
input.MRGrandrel,t_690,0.1409
input.MRGrankall,t_307,0.6001
input.MRGrankall,t_310,0.431
input.MRGrankall,t_321,0.4445
input.MRGrankall,t_325,0.1985
input.MRGrankall,t_330,0.2097
input.MRGrankall,t_336,0.5176
input.MRGrankall,t_341,0.1985
input.MRGrankall,t_344,0.0295
input.MRGrankall,t_345,0.2959
input.MRGrankall,t_347,0.0344
input.MRGrankall,t_350,0.2897
input.MRGrankall,t_353,0.2722
input.MRGrankall,t_354,0.264
input.MRGrankall,t_355,0.0487
input.MRGrankall,t_356,0.0461
input.MRGrankall,t_362,0.4729
input.MRGrankall,t_363,0.2455
input.MRGrankall,t_367,0.3066
input.MRGrankall,t_372,0.3343
input.MRGrankall,t_375,0.5938
input.MRGrankall,t_378,0.296
input.MRGrankall,t_379,0.236
input.MRGrankall,t_389,0.1643
input.MRGrankall,t_393,0.3705
input.MRGrankall,t_394,0.5788
input.MRGrankall,t_397,0.4133
input.MRGrankall,t_399,0.3986
input.MRGrankall,t_400,0.4513
input.MRGrankall,t_404,0.1057
input.MRGrankall,t_408,0.2248
input.MRGrankall,t_414,0.4588
input.MRGrankall,t_416,0.655
input.MRGrankall,t_419,0.2985
input.MRGrankall,t_422,0.4892
input.MRGrankall,t_423,0.9149
input.MRGrankall,t_426,0.5244
input.MRGrankall,t_427,0.6136
input.MRGrankall,t_433,0.1071
input.MRGrankall,t_435,0.0191
input.MRGrankall,t_436,0.4203
input.MRGrankall,t_439,0.0929
input.MRGrankall,t_442,0.2701
input.MRGrankall,t_443,0.0281
input.MRGrankall,t_445,0.2153
input.MRGrankall,t_614,0.8795
input.MRGrankall,t_620,0.7358
input.MRGrankall,t_626,0.5521
input.MRGrankall,t_646,0.5783
input.MRGrankall,t_677,0.6244
input.MRGrankall,t_690,0.1382
input.MRGrankrel,t_307,0.6468
input.MRGrankrel,t_310,0.4441
input.MRGrankrel,t_321,0.4464
input.MRGrankrel,t_325,0.1985
input.MRGrankrel,t_330,0.2221
input.MRGrankrel,t_336,0.5115
input.MRGrankrel,t_341,0.1989
input.MRGrankrel,t_344,0.0295
input.MRGrankrel,t_345,0.2976
input.MRGrankrel,t_347,0.0382
input.MRGrankrel,t_350,0.2894
input.MRGrankrel,t_353,0.2745
input.MRGrankrel,t_354,0.2668
input.MRGrankrel,t_355,0.0537
input.MRGrankrel,t_356,0.1818
input.MRGrankrel,t_362,0.4768
input.MRGrankrel,t_363,0.2471
input.MRGrankrel,t_367,0.3156
input.MRGrankrel,t_372,0.3361
input.MRGrankrel,t_375,0.5938
input.MRGrankrel,t_378,0.3004
input.MRGrankrel,t_379,0.2354
input.MRGrankrel,t_389,0.174
input.MRGrankrel,t_393,0.3784
input.MRGrankrel,t_394,0.5771
input.MRGrankrel,t_397,0.4128
input.MRGrankrel,t_399,0.3995
input.MRGrankrel,t_400,0.4509
input.MRGrankrel,t_404,0.1052
input.MRGrankrel,t_408,0.2341
input.MRGrankrel,t_414,0.4666
input.MRGrankrel,t_416,0.6585
input.MRGrankrel,t_419,0.3031
input.MRGrankrel,t_422,0.4923
input.MRGrankrel,t_423,0.9181
input.MRGrankrel,t_426,0.5442
input.MRGrankrel,t_427,0.6295
input.MRGrankrel,t_433,0.1071
input.MRGrankrel,t_435,0.02
input.MRGrankrel,t_436,0.416
input.MRGrankrel,t_439,0.0963
input.MRGrankrel,t_442,0.2814
input.MRGrankrel,t_443,0.0297
input.MRGrankrel,t_445,0.2188
input.MRGrankrel,t_614,0.8831
input.MRGrankrel,t_620,0.7323
input.MRGrankrel,t_626,0.5659
input.MRGrankrel,t_646,0.5745
input.MRGrankrel,t_677,0.6244
input.MRGrankrel,t_690,0.1478
input.RMITRBCUQVT5M1,t_307,0.3681
input.RMITRBCUQVT5M1,t_310,0.2194
input.RMITRBCUQVT5M1,t_321,0.1486
input.RMITRBCUQVT5M1,t_325,0.2317
input.RMITRBCUQVT5M1,t_330,0.1482
input.RMITRBCUQVT5M1,t_336,0.5025
input.RMITRBCUQVT5M1,t_341,0.2235
input.RMITRBCUQVT5M1,t_344,0.0356
input.RMITRBCUQVT5M1,t_345,0.4023
input.RMITRBCUQVT5M1,t_347,0.2397
input.RMITRBCUQVT5M1,t_350,0.2898
input.RMITRBCUQVT5M1,t_353,0.4429
input.RMITRBCUQVT5M1,t_354,0.2892
input.RMITRBCUQVT5M1,t_355,0.1473
input.RMITRBCUQVT5M1,t_356,0.0334
input.RMITRBCUQVT5M1,t_362,0.3335
input.RMITRBCUQVT5M1,t_363,0.1735
input.RMITRBCUQVT5M1,t_367,0.2611
input.RMITRBCUQVT5M1,t_372,0.6913
input.RMITRBCUQVT5M1,t_375,0.3731
input.RMITRBCUQVT5M1,t_378,0.4718
input.RMITRBCUQVT5M1,t_379,0.3744
input.RMITRBCUQVT5M1,t_389,0.0523
input.RMITRBCUQVT5M1,t_393,0.3274
input.RMITRBCUQVT5M1,t_394,0.634
input.RMITRBCUQVT5M1,t_397,0.1579
input.RMITRBCUQVT5M1,t_399,0.3376
input.RMITRBCUQVT5M1,t_400,0.3418
input.RMITRBCUQVT5M1,t_404,0.3701
input.RMITRBCUQVT5M1,t_408,0.1517
input.RMITRBCUQVT5M1,t_414,0.3674
input.RMITRBCUQVT5M1,t_416,0.7658
input.RMITRBCUQVT5M1,t_419,0.4047
input.RMITRBCUQVT5M1,t_422,0.5495
input.RMITRBCUQVT5M1,t_423,0.9179
input.RMITRBCUQVT5M1,t_426,0.1369
input.RMITRBCUQVT5M1,t_427,0.478
input.RMITRBCUQVT5M1,t_433,0.2264
input.RMITRBCUQVT5M1,t_435,0.0767
input.RMITRBCUQVT5M1,t_436,0.4976
input.RMITRBCUQVT5M1,t_439,0.0057
input.RMITRBCUQVT5M1,t_442,0.1416
input.RMITRBCUQVT5M1,t_443,0.3843
input.RMITRBCUQVT5M1,t_445,0.0673
input.RMITRBCUQVT5M1,t_614,0.8279
input.RMITRBCUQVT5M1,t_620,0.7398
input.RMITRBCUQVT5M1,t_626,0.3434
input.RMITRBCUQVT5M1,t_646,0.4769
input.RMITRBCUQVT5M1,t_677,0.8248
input.RMITRBCUQVT5M1,t_690,0.0431
input.RMITUQVBestM2,t_307,0.1319
input.RMITUQVBestM2,t_310,0.2329
input.RMITUQVBestM2,t_321,0.0992
input.RMITUQVBestM2,t_325,0.414
input.RMITUQVBestM2,t_330,0.1111
input.RMITUQVBestM2,t_336,0.4858
input.RMITUQVBestM2,t_341,0.1536
input.RMITUQVBestM2,t_344,0.0408
input.RMITUQVBestM2,t_345,0.1774
input.RMITUQVBestM2,t_347,0.1868
input.RMITUQVBestM2,t_350,0.3283
input.RMITUQVBestM2,t_353,0.2975
input.RMITUQVBestM2,t_354,0.2293
input.RMITUQVBestM2,t_355,0.1182
input.RMITUQVBestM2,t_356,0.0587
input.RMITUQVBestM2,t_362,0.1434
input.RMITUQVBestM2,t_363,0.0462
input.RMITUQVBestM2,t_367,0.1498
input.RMITUQVBestM2,t_372,0.681
input.RMITUQVBestM2,t_375,0.243
input.RMITUQVBestM2,t_378,0.3528
input.RMITUQVBestM2,t_379,0.1974
input.RMITUQVBestM2,t_389,0.002
input.RMITUQVBestM2,t_393,0.2622
input.RMITUQVBestM2,t_394,0.6052
input.RMITUQVBestM2,t_397,0.1207
input.RMITUQVBestM2,t_399,0.2568
input.RMITUQVBestM2,t_400,0.272
input.RMITUQVBestM2,t_404,0.2607
input.RMITUQVBestM2,t_408,0.0533
input.RMITUQVBestM2,t_414,0.2305
input.RMITUQVBestM2,t_416,0.6842
input.RMITUQVBestM2,t_419,0.2215
input.RMITUQVBestM2,t_422,0.3597
input.RMITUQVBestM2,t_423,0.9221
input.RMITUQVBestM2,t_426,0.0379
input.RMITUQVBestM2,t_427,0.323
input.RMITUQVBestM2,t_433,0.0154
input.RMITUQVBestM2,t_435,0.1034
input.RMITUQVBestM2,t_436,0.4615
input.RMITUQVBestM2,t_439,0.0022
input.RMITUQVBestM2,t_442,0.175
input.RMITUQVBestM2,t_443,0.221
input.RMITUQVBestM2,t_445,0.2195
input.RMITUQVBestM2,t_614,0.6297
input.RMITUQVBestM2,t_620,0.5881
input.RMITUQVBestM2,t_626,0.3299
input.RMITUQVBestM2,t_646,0.5286
input.RMITUQVBestM2,t_677,0.5518
input.RMITUQVBestM2,t_690,0.0757
input.sab17coreA,t_307,0.0867
input.sab17coreA,t_310,0.2935
input.sab17coreA,t_321,0.2046
input.sab17coreA,t_325,0.5253
input.sab17coreA,t_330,0.089
input.sab17coreA,t_336,0.6556
input.sab17coreA,t_341,0.2563
input.sab17coreA,t_344,0.028
input.sab17coreA,t_345,0.137
input.sab17coreA,t_347,0.0624
input.sab17coreA,t_350,0.338
input.sab17coreA,t_353,0.2513
input.sab17coreA,t_354,0.2093
input.sab17coreA,t_355,0.1217
input.sab17coreA,t_356,0.0793
input.sab17coreA,t_362,0.3244
input.sab17coreA,t_363,0.1497
input.sab17coreA,t_367,0.1653
input.sab17coreA,t_372,0.5413
input.sab17coreA,t_375,0.559
input.sab17coreA,t_378,0.1932
input.sab17coreA,t_379,0.0609
input.sab17coreA,t_389,0.0199
input.sab17coreA,t_393,0.0829
input.sab17coreA,t_394,0.016
input.sab17coreA,t_397,0.4341
input.sab17coreA,t_399,0.4765
input.sab17coreA,t_400,0.2933
input.sab17coreA,t_404,0.1748
input.sab17coreA,t_408,0.2721
input.sab17coreA,t_414,0.2809
input.sab17coreA,t_416,0.3112
input.sab17coreA,t_419,0.4226
input.sab17coreA,t_422,0.1787
input.sab17coreA,t_423,0.8147
input.sab17coreA,t_426,0.0263
input.sab17coreA,t_427,0.1921
input.sab17coreA,t_433,0.2075
input.sab17coreA,t_435,0.0522
input.sab17coreA,t_436,0.2847
input.sab17coreA,t_439,0.0122
input.sab17coreA,t_442,0.0116
input.sab17coreA,t_443,0.3577
input.sab17coreA,t_445,0.0544
input.sab17coreA,t_614,0.6172
input.sab17coreA,t_620,0.7396
input.sab17coreA,t_626,0.4323
input.sab17coreA,t_646,0.652
input.sab17coreA,t_677,0.7868
input.sab17coreA,t_690,0.0605
input.sab17coreE1,t_307,0.4073
input.sab17coreE1,t_310,0.5168
input.sab17coreE1,t_321,0.0241
input.sab17coreE1,t_325,0.0521
input.sab17coreE1,t_330,0.1879
input.sab17coreE1,t_336,0.0455
input.sab17coreE1,t_341,0.3013
input.sab17coreE1,t_344,0.1936
input.sab17coreE1,t_345,0.4103
input.sab17coreE1,t_347,0.4125
input.sab17coreE1,t_350,0.6195
input.sab17coreE1,t_353,0.3742
input.sab17coreE1,t_354,0.2145
input.sab17coreE1,t_355,0.1988
input.sab17coreE1,t_356,0.0098
input.sab17coreE1,t_362,0.5878
input.sab17coreE1,t_363,0.2937
input.sab17coreE1,t_367,1e-04
input.sab17coreE1,t_372,0.6259
input.sab17coreE1,t_375,0.0388
input.sab17coreE1,t_378,0.322
input.sab17coreE1,t_379,0.2973
input.sab17coreE1,t_389,0.0967
input.sab17coreE1,t_393,0.4091
input.sab17coreE1,t_394,0
input.sab17coreE1,t_397,0.447
input.sab17coreE1,t_399,0.2956
input.sab17coreE1,t_400,0.3935
input.sab17coreE1,t_404,0.2124
input.sab17coreE1,t_408,0.4832
input.sab17coreE1,t_414,0.2086
input.sab17coreE1,t_416,0.4021
input.sab17coreE1,t_419,0.143
input.sab17coreE1,t_422,0.4369
input.sab17coreE1,t_423,0.1945
input.sab17coreE1,t_426,0.0124
input.sab17coreE1,t_427,0.3091
input.sab17coreE1,t_433,0
input.sab17coreE1,t_435,0.245
input.sab17coreE1,t_436,0.4384
input.sab17coreE1,t_439,0.2263
input.sab17coreE1,t_442,0.1176
input.sab17coreE1,t_443,0.1864
input.sab17coreE1,t_445,0.5818
input.sab17coreE1,t_614,0.2211
input.sab17coreE1,t_620,0.1959
input.sab17coreE1,t_626,0.2561
input.sab17coreE1,t_646,0.4753
input.sab17coreE1,t_677,0.6626
input.sab17coreE1,t_690,0.0316
input.sab17coreO1,t_307,0.5342
input.sab17coreO1,t_310,0.383
input.sab17coreO1,t_321,0.3417
input.sab17coreO1,t_325,0.2832
input.sab17coreO1,t_330,0.1001
input.sab17coreO1,t_336,0.0921
input.sab17coreO1,t_341,0.317
input.sab17coreO1,t_344,0.0912
input.sab17coreO1,t_345,0.3338
input.sab17coreO1,t_347,0.3732
input.sab17coreO1,t_350,0.6019
input.sab17coreO1,t_353,0.6794
input.sab17coreO1,t_354,0.3382
input.sab17coreO1,t_355,0.3585
input.sab17coreO1,t_356,0.002
input.sab17coreO1,t_362,0.4999
input.sab17coreO1,t_363,0.2044
input.sab17coreO1,t_367,0.2591
input.sab17coreO1,t_372,0.4548
input.sab17coreO1,t_375,0.1666
input.sab17coreO1,t_378,0.2135
input.sab17coreO1,t_379,0.0314
input.sab17coreO1,t_389,0.2728
input.sab17coreO1,t_393,0.4737
input.sab17coreO1,t_394,0.002
input.sab17coreO1,t_397,0.1568
input.sab17coreO1,t_399,0.4945
input.sab17coreO1,t_400,0.3948
input.sab17coreO1,t_404,0.1979
input.sab17coreO1,t_408,0.506
input.sab17coreO1,t_414,0.1431
input.sab17coreO1,t_416,0.4582
input.sab17coreO1,t_419,0.0089
input.sab17coreO1,t_422,0.2884
input.sab17coreO1,t_423,0.1454
input.sab17coreO1,t_426,0.3794
input.sab17coreO1,t_427,0.2744
input.sab17coreO1,t_433,0
input.sab17coreO1,t_435,0.2156
input.sab17coreO1,t_436,0.6488
input.sab17coreO1,t_439,0.1256
input.sab17coreO1,t_442,0.3348
input.sab17coreO1,t_443,0.1821
input.sab17coreO1,t_445,0.7002
input.sab17coreO1,t_614,0.3169
input.sab17coreO1,t_620,0.1371
input.sab17coreO1,t_626,0.5348
input.sab17coreO1,t_646,0.0821
input.sab17coreO1,t_677,0.7784
input.sab17coreO1,t_690,0.0081
input.sabchmergeav45,t_307,0.3982
input.sabchmergeav45,t_310,0.4251
input.sabchmergeav45,t_321,0.3976
input.sabchmergeav45,t_325,0.6582
input.sabchmergeav45,t_330,0.2436
input.sabchmergeav45,t_336,0.508
input.sabchmergeav45,t_341,0.308
input.sabchmergeav45,t_344,0.1408
input.sabchmergeav45,t_345,0.243
input.sabchmergeav45,t_347,0.1203
input.sabchmergeav45,t_350,0.6874
input.sabchmergeav45,t_353,0.311
input.sabchmergeav45,t_354,0.3954
input.sabchmergeav45,t_355,0.3235
input.sabchmergeav45,t_356,0.0424
input.sabchmergeav45,t_362,0.6687
input.sabchmergeav45,t_363,0.3527
input.sabchmergeav45,t_367,0.2816
input.sabchmergeav45,t_372,0.671
input.sabchmergeav45,t_375,0.6696
input.sabchmergeav45,t_378,0.4507
input.sabchmergeav45,t_379,0.3087
input.sabchmergeav45,t_389,0.1489
input.sabchmergeav45,t_393,0.4775
input.sabchmergeav45,t_394,0.258
input.sabchmergeav45,t_397,0.6085
input.sabchmergeav45,t_399,0.5933
input.sabchmergeav45,t_400,0.4118
input.sabchmergeav45,t_404,0.3007
input.sabchmergeav45,t_408,0.3411
input.sabchmergeav45,t_414,0.3193
input.sabchmergeav45,t_416,0.5382
input.sabchmergeav45,t_419,0.3908
input.sabchmergeav45,t_422,0.522
input.sabchmergeav45,t_423,0.8268
input.sabchmergeav45,t_426,0.1288
input.sabchmergeav45,t_427,0.311
input.sabchmergeav45,t_433,0.2194
input.sabchmergeav45,t_435,0.1002
input.sabchmergeav45,t_436,0.6273
input.sabchmergeav45,t_439,0.0278
input.sabchmergeav45,t_442,0.0887
input.sabchmergeav45,t_443,0.47
input.sabchmergeav45,t_445,0.3875
input.sabchmergeav45,t_614,0.6216
input.sabchmergeav45,t_620,0.7571
input.sabchmergeav45,t_626,0.5769
input.sabchmergeav45,t_646,0.6349
input.sabchmergeav45,t_677,0.7862
input.sabchmergeav45,t_690,0.1775
input.sabchoiceaqv45,t_307,0.4178
input.sabchoiceaqv45,t_310,0.3334
input.sabchoiceaqv45,t_321,0.2624
input.sabchoiceaqv45,t_325,0.658
input.sabchoiceaqv45,t_330,0.2105
input.sabchoiceaqv45,t_336,0.3321
input.sabchoiceaqv45,t_341,0.219
input.sabchoiceaqv45,t_344,0.1511
input.sabchoiceaqv45,t_345,0.055
input.sabchoiceaqv45,t_347,0.3391
input.sabchoiceaqv45,t_350,0.5588
input.sabchoiceaqv45,t_353,0.0765
input.sabchoiceaqv45,t_354,0.3999
input.sabchoiceaqv45,t_355,0.257
input.sabchoiceaqv45,t_356,0.0046
input.sabchoiceaqv45,t_362,0.7036
input.sabchoiceaqv45,t_363,0.3512
input.sabchoiceaqv45,t_367,0.3736
input.sabchoiceaqv45,t_372,0.5501
input.sabchoiceaqv45,t_375,0.7409
input.sabchoiceaqv45,t_378,0.4906
input.sabchoiceaqv45,t_379,0.2583
input.sabchoiceaqv45,t_389,0.1037
input.sabchoiceaqv45,t_393,0.5226
input.sabchoiceaqv45,t_394,0.3766
input.sabchoiceaqv45,t_397,0.6078
input.sabchoiceaqv45,t_399,0.5062
input.sabchoiceaqv45,t_400,0.3716
input.sabchoiceaqv45,t_404,0.347
input.sabchoiceaqv45,t_408,0.4161
input.sabchoiceaqv45,t_414,0.1752
input.sabchoiceaqv45,t_416,0.5497
input.sabchoiceaqv45,t_419,0.28
input.sabchoiceaqv45,t_422,0.3424
input.sabchoiceaqv45,t_423,0.0884
input.sabchoiceaqv45,t_426,0.3547
input.sabchoiceaqv45,t_427,0.3444
input.sabchoiceaqv45,t_433,0.1394
input.sabchoiceaqv45,t_435,0.1091
input.sabchoiceaqv45,t_436,0.6688
input.sabchoiceaqv45,t_439,0.0432
input.sabchoiceaqv45,t_442,0.2578
input.sabchoiceaqv45,t_443,0.4526
input.sabchoiceaqv45,t_445,0.6426
input.sabchoiceaqv45,t_614,0.5107
input.sabchoiceaqv45,t_620,0.2678
input.sabchoiceaqv45,t_626,0.1436
input.sabchoiceaqv45,t_646,0.1342
input.sabchoiceaqv45,t_677,0.5089
input.sabchoiceaqv45,t_690,0.1226
input.sabchoicev45,t_307,0.5451
input.sabchoicev45,t_310,0.4388
input.sabchoicev45,t_321,0.4892
input.sabchoicev45,t_325,0.6092
input.sabchoicev45,t_330,0.2463
input.sabchoicev45,t_336,0.646
input.sabchoicev45,t_341,0.317
input.sabchoicev45,t_344,0.1743
input.sabchoicev45,t_345,0.3752
input.sabchoicev45,t_347,0.4208
input.sabchoicev45,t_350,0.6859
input.sabchoicev45,t_353,0.2317
input.sabchoicev45,t_354,0.3911
input.sabchoicev45,t_355,0.3602
input.sabchoicev45,t_356,0.0187
input.sabchoicev45,t_362,0.5244
input.sabchoicev45,t_363,0.2579
input.sabchoicev45,t_367,0.2384
input.sabchoicev45,t_372,0.58
input.sabchoicev45,t_375,0.5509
input.sabchoicev45,t_378,0.3111
input.sabchoicev45,t_379,0.2904
input.sabchoicev45,t_389,0.3238
input.sabchoicev45,t_393,0.5923
input.sabchoicev45,t_394,0.0245
input.sabchoicev45,t_397,0.5219
input.sabchoicev45,t_399,0.4801
input.sabchoicev45,t_400,0.4709
input.sabchoicev45,t_404,0.2124
input.sabchoicev45,t_408,0.506
input.sabchoicev45,t_414,0.1693
input.sabchoicev45,t_416,0.3158
input.sabchoicev45,t_419,0.4213
input.sabchoicev45,t_422,0.5629
input.sabchoicev45,t_423,0.4811
input.sabchoicev45,t_426,0.3721
input.sabchoicev45,t_427,0.5396
input.sabchoicev45,t_433,0.2029
input.sabchoicev45,t_435,0.1788
input.sabchoicev45,t_436,0.6705
input.sabchoicev45,t_439,0.1256
input.sabchoicev45,t_442,0.341
input.sabchoicev45,t_443,0.2544
input.sabchoicev45,t_445,0.6847
input.sabchoicev45,t_614,0.388
input.sabchoicev45,t_620,0.2797
input.sabchoicev45,t_626,0.5862
input.sabchoicev45,t_646,0.4025
input.sabchoicev45,t_677,0.7724
input.sabchoicev45,t_690,0.149
input.sabopt50av45,t_307,0.4375
input.sabopt50av45,t_310,0.4471
input.sabopt50av45,t_321,0.2624
input.sabopt50av45,t_325,0.7476
input.sabopt50av45,t_330,0.2201
input.sabopt50av45,t_336,0.3469
input.sabopt50av45,t_341,0.2725
input.sabopt50av45,t_344,0.1511
input.sabopt50av45,t_345,0.1062
input.sabopt50av45,t_347,0.3511
input.sabopt50av45,t_350,0.5588
input.sabopt50av45,t_353,0.3996
input.sabopt50av45,t_354,0.3757
input.sabopt50av45,t_355,0.257
input.sabopt50av45,t_356,0.0046
input.sabopt50av45,t_362,0.6774
input.sabopt50av45,t_363,0.3618
input.sabopt50av45,t_367,0.318
input.sabopt50av45,t_372,0.5963
input.sabopt50av45,t_375,0.7454
input.sabopt50av45,t_378,0.4906
input.sabopt50av45,t_379,0.2583
input.sabopt50av45,t_389,0.0813
input.sabopt50av45,t_393,0.4983
input.sabopt50av45,t_394,0.3404
input.sabopt50av45,t_397,0.5258
input.sabopt50av45,t_399,0.4674
input.sabopt50av45,t_400,0.3716
input.sabopt50av45,t_404,0.3148
input.sabopt50av45,t_408,0.3587
input.sabopt50av45,t_414,0.1752
input.sabopt50av45,t_416,0.5706
input.sabopt50av45,t_419,0.2005
input.sabopt50av45,t_422,0.3424
input.sabopt50av45,t_423,0.0884
input.sabopt50av45,t_426,0.3383
input.sabopt50av45,t_427,0.4079
input.sabopt50av45,t_433,0.1797
input.sabopt50av45,t_435,0.1542
input.sabopt50av45,t_436,0.6461
input.sabopt50av45,t_439,0.0823
input.sabopt50av45,t_442,0.2578
input.sabopt50av45,t_443,0.4539
input.sabopt50av45,t_445,0.6426
input.sabopt50av45,t_614,0.5107
input.sabopt50av45,t_620,0.2678
input.sabopt50av45,t_626,0.1436
input.sabopt50av45,t_646,0.1342
input.sabopt50av45,t_677,0.5089
input.sabopt50av45,t_690,0.1226
input.sabopt50v45,t_307,0.5356
input.sabopt50v45,t_310,0.4498
input.sabopt50v45,t_321,0.4892
input.sabopt50v45,t_325,0.5238
input.sabopt50v45,t_330,0.2185
input.sabopt50v45,t_336,0.1456
input.sabopt50v45,t_341,0.2836
input.sabopt50v45,t_344,0.1743
input.sabopt50v45,t_345,0.4487
input.sabopt50v45,t_347,0.4219
input.sabopt50v45,t_350,0.6859
input.sabopt50v45,t_353,0.631
input.sabopt50v45,t_354,0.3871
input.sabopt50v45,t_355,0.3602
input.sabopt50v45,t_356,0.0187
input.sabopt50v45,t_362,0.5471
input.sabopt50v45,t_363,0.19
input.sabopt50v45,t_367,0.2912
input.sabopt50v45,t_372,0.5479
input.sabopt50v45,t_375,0.1889
input.sabopt50v45,t_378,0.3851
input.sabopt50v45,t_379,0.2904
input.sabopt50v45,t_389,0.2496
input.sabopt50v45,t_393,0.3942
input.sabopt50v45,t_394,0.023
input.sabopt50v45,t_397,0.315
input.sabopt50v45,t_399,0.4369
input.sabopt50v45,t_400,0.4709
input.sabopt50v45,t_404,0.2688
input.sabopt50v45,t_408,0.388
input.sabopt50v45,t_414,0.1693
input.sabopt50v45,t_416,0.6509
input.sabopt50v45,t_419,0.3603
input.sabopt50v45,t_422,0.5629
input.sabopt50v45,t_423,0.4811
input.sabopt50v45,t_426,0.3805
input.sabopt50v45,t_427,0.5239
input.sabopt50v45,t_433,0.0082
input.sabopt50v45,t_435,0.1797
input.sabopt50v45,t_436,0.656
input.sabopt50v45,t_439,0.1461
input.sabopt50v45,t_442,0.341
input.sabopt50v45,t_443,0.3255
input.sabopt50v45,t_445,0.6847
input.sabopt50v45,t_614,0.388
input.sabopt50v45,t_620,0.2797
input.sabopt50v45,t_626,0.5862
input.sabopt50v45,t_646,0.4025
input.sabopt50v45,t_677,0.7724
input.sabopt50v45,t_690,0.149
input.tgncorpBOOST,t_307,0.1877
input.tgncorpBOOST,t_310,0.1563
input.tgncorpBOOST,t_321,0.3191
input.tgncorpBOOST,t_325,0.0772
input.tgncorpBOOST,t_330,0.0672
input.tgncorpBOOST,t_336,0.4717
input.tgncorpBOOST,t_341,0.0702
input.tgncorpBOOST,t_344,0.0286
input.tgncorpBOOST,t_345,0.2671
input.tgncorpBOOST,t_347,0.113
input.tgncorpBOOST,t_350,0.3012
input.tgncorpBOOST,t_353,0.2974
input.tgncorpBOOST,t_354,0.1679
input.tgncorpBOOST,t_355,0.0797
input.tgncorpBOOST,t_356,0.0859
input.tgncorpBOOST,t_362,0.2397
input.tgncorpBOOST,t_363,0.2862
input.tgncorpBOOST,t_367,0.1529
input.tgncorpBOOST,t_372,0.4227
input.tgncorpBOOST,t_375,0.4414
input.tgncorpBOOST,t_378,0.2567
input.tgncorpBOOST,t_379,0.1686
input.tgncorpBOOST,t_389,0.126
input.tgncorpBOOST,t_393,0.1881
input.tgncorpBOOST,t_394,0.6268
input.tgncorpBOOST,t_397,0.1856
input.tgncorpBOOST,t_399,0.1535
input.tgncorpBOOST,t_400,0.1532
input.tgncorpBOOST,t_404,0.1228
input.tgncorpBOOST,t_408,0.0463
input.tgncorpBOOST,t_414,0.6008
input.tgncorpBOOST,t_416,0.7817
input.tgncorpBOOST,t_419,0.227
input.tgncorpBOOST,t_422,0.4471
input.tgncorpBOOST,t_423,0.9188
input.tgncorpBOOST,t_426,0.3696
input.tgncorpBOOST,t_427,0.4751
input.tgncorpBOOST,t_433,0.314
input.tgncorpBOOST,t_435,0.0434
input.tgncorpBOOST,t_436,0.1669
input.tgncorpBOOST,t_439,0.003
input.tgncorpBOOST,t_442,0.0595
input.tgncorpBOOST,t_443,0.1854
input.tgncorpBOOST,t_445,0.137
input.tgncorpBOOST,t_614,0.7533
input.tgncorpBOOST,t_620,0.5238
input.tgncorpBOOST,t_626,0.4165
input.tgncorpBOOST,t_646,0.5117
input.tgncorpBOOST,t_677,0.5332
input.tgncorpBOOST,t_690,0.0588
input.UDelInfoEXPint,t_307,0.372
input.UDelInfoEXPint,t_310,0.2489
input.UDelInfoEXPint,t_321,0.1141
input.UDelInfoEXPint,t_325,0.1643
input.UDelInfoEXPint,t_330,0.0878
input.UDelInfoEXPint,t_336,0.632
input.UDelInfoEXPint,t_341,0.1726
input.UDelInfoEXPint,t_344,0.0055
input.UDelInfoEXPint,t_345,0.3987
input.UDelInfoEXPint,t_347,0.0584
input.UDelInfoEXPint,t_350,0.3232
input.UDelInfoEXPint,t_353,0.3499
input.UDelInfoEXPint,t_354,0.139
input.UDelInfoEXPint,t_355,0.1884
input.UDelInfoEXPint,t_356,0.0756
input.UDelInfoEXPint,t_362,0.6277
input.UDelInfoEXPint,t_363,0.1804
input.UDelInfoEXPint,t_367,0.0059
input.UDelInfoEXPint,t_372,0.534
input.UDelInfoEXPint,t_375,0.4378
input.UDelInfoEXPint,t_378,0.4601
input.UDelInfoEXPint,t_379,0.0077
input.UDelInfoEXPint,t_389,0.0519
input.UDelInfoEXPint,t_393,0.3795
input.UDelInfoEXPint,t_394,0.2204
input.UDelInfoEXPint,t_397,0.366
