system,topic,score
Chal. 4,t_354,0.6243
Chal. 4,t_355,0.4274
Chal. 4,t_356,0.0606
Chal. 4,t_362,0.7622
Chal. 4,t_363,0.5512
Chal. 4,t_367,0.6277
Chal. 4,t_372,0.7585
Chal. 4,t_375,0.7148
Chal. 4,t_378,0.7151
Chal. 4,t_379,0.4651
Chal. 4,t_389,0.4086
Chal. 4,t_393,0.631
Chal. 4,t_394,0.526
Chal. 4,t_397,0.6824
Chal. 4,t_399,0.6285
Chal. 4,t_400,0.521
Chal. 4,t_404,0.4796
Chal. 4,t_408,0.6256
Chal. 4,t_414,0.6072
Chal. 4,t_416,0.6405
Chal. 4,t_419,0.4074
Chal. 4,t_422,0.6603
Chal. 4,t_423,0.8801
Chal. 4,t_426,0.5147
Chal. 4,t_427,0.4954
Chal. 4,t_433,0.2833
Chal. 4,t_435,0.211
Chal. 4,t_436,0.7407
Chal. 4,t_439,0.4668
Chal. 4,t_442,0.5196
Chal. 4,t_443,0.5652
Chal. 4,t_445,0.6361
Chal. 4,t_614,0.6987
Chal. 4,t_620,0.7206
Chal. 4,t_626,0.7361
Chal. 4,t_646,0.7095
Chal. 4,t_677,0.6637
Chal. 4,t_690,0.3456
Champion,t_307,0.2891
Champion,t_310,0.1481
Champion,t_321,0.1561
Champion,t_325,0.1996
Champion,t_330,0.0368
Champion,t_336,0.5041
Champion,t_341,0.094
Champion,t_344,0.0029
Champion,t_345,0.2743
Champion,t_347,0.0967
Champion,t_350,0.1704
Champion,t_353,0.2163
Champion,t_354,0.0519
Champion,t_355,0.0191
Champion,t_356,0.1673
Champion,t_362,0.3183
Champion,t_363,0.0403
Champion,t_367,0.0127
Champion,t_372,0.1287
Champion,t_375,0.4875
Champion,t_378,0.2104
Champion,t_379,0.0122
Champion,t_389,0.0708
Champion,t_393,0.0574
Champion,t_394,0.4626
Champion,t_397,0.0989
Champion,t_399,0.1938
Champion,t_400,0.2427
Champion,t_404,0.1441
Champion,t_408,0.0963
Champion,t_414,0.4098
Champion,t_416,0.442
Champion,t_419,0.3025
Champion,t_422,0.3123
Champion,t_423,0.8786
Champion,t_426,0.036
Champion,t_427,0.0994
Champion,t_433,0.14
Champion,t_435,0.0065
Champion,t_436,0.1138
Champion,t_439,0.0084
Champion,t_442,0.0071
Champion,t_443,0.1831
Champion,t_445,0.0348
Champion,t_614,0.4501
Champion,t_620,0.7118
Champion,t_626,0.1966
Champion,t_646,0.4983
Champion,t_677,0.6784
Champion,t_690,0.0077
input.IlpsUvABoir,t_307,0.3011
input.IlpsUvABoir,t_310,0.3384
input.IlpsUvABoir,t_321,0.3022
input.IlpsUvABoir,t_325,0.0074
input.IlpsUvABoir,t_330,0.11
input.IlpsUvABoir,t_336,0.6641
input.IlpsUvABoir,t_341,0.0776
input.IlpsUvABoir,t_344,0.0193
input.IlpsUvABoir,t_345,0.5302
input.IlpsUvABoir,t_347,0.0836
input.IlpsUvABoir,t_350,0.3541
input.IlpsUvABoir,t_353,0.205
input.IlpsUvABoir,t_354,0.0457
input.IlpsUvABoir,t_355,0.155
input.IlpsUvABoir,t_356,0.0319
input.IlpsUvABoir,t_362,0.5432
input.IlpsUvABoir,t_363,0.1535
input.IlpsUvABoir,t_367,0.0012
input.IlpsUvABoir,t_372,0.4819
input.IlpsUvABoir,t_375,0.5696
input.IlpsUvABoir,t_378,0.4901
input.IlpsUvABoir,t_379,0.2327
input.IlpsUvABoir,t_389,0.0653
input.IlpsUvABoir,t_393,0.1162
input.IlpsUvABoir,t_394,0.5805
input.IlpsUvABoir,t_397,0.2559
input.IlpsUvABoir,t_399,0.2614
input.IlpsUvABoir,t_400,0.3601
input.IlpsUvABoir,t_404,0.1818
input.IlpsUvABoir,t_408,0.1111
input.IlpsUvABoir,t_414,0.5179
input.IlpsUvABoir,t_416,0.7592
input.IlpsUvABoir,t_419,0.2261
input.IlpsUvABoir,t_422,0.5208
input.IlpsUvABoir,t_423,0.8892
input.IlpsUvABoir,t_426,0.0192
input.IlpsUvABoir,t_427,0.2239
input.IlpsUvABoir,t_433,0.1303
input.IlpsUvABoir,t_435,0.0628
input.IlpsUvABoir,t_436,0.0989
input.IlpsUvABoir,t_439,0.0047
input.IlpsUvABoir,t_442,0.0063
input.IlpsUvABoir,t_443,0.1886
input.IlpsUvABoir,t_445,0.161
input.IlpsUvABoir,t_614,0.7867
input.IlpsUvABoir,t_620,0.5407
input.IlpsUvABoir,t_626,0.0218
input.IlpsUvABoir,t_646,0.6323
input.IlpsUvABoir,t_677,0.8638
input.IlpsUvABoir,t_690,0.0184
input.ims_wcmbsum_ap,t_307,0.2769
input.ims_wcmbsum_ap,t_310,0.2254
input.ims_wcmbsum_ap,t_321,0.1415
input.ims_wcmbsum_ap,t_325,0.4755
input.ims_wcmbsum_ap,t_330,0.0709
input.ims_wcmbsum_ap,t_336,0.47
input.ims_wcmbsum_ap,t_341,0.0973
input.ims_wcmbsum_ap,t_344,0.05
input.ims_wcmbsum_ap,t_345,0.1622
input.ims_wcmbsum_ap,t_347,0.0833
input.ims_wcmbsum_ap,t_350,0.2382
input.ims_wcmbsum_ap,t_353,0.2805
input.ims_wcmbsum_ap,t_354,0.2752
input.ims_wcmbsum_ap,t_355,0.0567
input.ims_wcmbsum_ap,t_356,0.2408
input.ims_wcmbsum_ap,t_362,0.3254
input.ims_wcmbsum_ap,t_363,0.0503
input.ims_wcmbsum_ap,t_367,0.1612
input.ims_wcmbsum_ap,t_372,0.2391
input.ims_wcmbsum_ap,t_375,0.4159
input.ims_wcmbsum_ap,t_378,0.2947
input.ims_wcmbsum_ap,t_379,0.1403
input.ims_wcmbsum_ap,t_389,0.0483
input.ims_wcmbsum_ap,t_393,0.0542
input.ims_wcmbsum_ap,t_394,0.5345
input.ims_wcmbsum_ap,t_397,0.109
input.ims_wcmbsum_ap,t_399,0.2105
input.ims_wcmbsum_ap,t_400,0.2476
input.ims_wcmbsum_ap,t_404,0.2437
input.ims_wcmbsum_ap,t_408,0.1619
input.ims_wcmbsum_ap,t_414,0.3847
input.ims_wcmbsum_ap,t_416,0.602
input.ims_wcmbsum_ap,t_419,0.4107
input.ims_wcmbsum_ap,t_422,0.3962
input.ims_wcmbsum_ap,t_423,0.9067
input.ims_wcmbsum_ap,t_426,0.0332
input.ims_wcmbsum_ap,t_427,0.1809
input.ims_wcmbsum_ap,t_433,0.149
input.ims_wcmbsum_ap,t_435,0.0239
input.ims_wcmbsum_ap,t_436,0.1036
input.ims_wcmbsum_ap,t_439,0.0055
input.ims_wcmbsum_ap,t_442,0.0169
input.ims_wcmbsum_ap,t_443,0.4098
input.ims_wcmbsum_ap,t_445,0.1132
input.ims_wcmbsum_ap,t_614,0.8201
input.ims_wcmbsum_ap,t_620,0.7533
input.ims_wcmbsum_ap,t_626,0.3234
input.ims_wcmbsum_ap,t_646,0.5642
input.ims_wcmbsum_ap,t_677,0.7746
input.ims_wcmbsum_ap,t_690,0.066
input.ims_wcs_err,t_307,0.2892
input.ims_wcs_err,t_310,0.226
input.ims_wcs_err,t_321,0.1252
input.ims_wcs_err,t_325,0.4723
input.ims_wcs_err,t_330,0.072
input.ims_wcs_err,t_336,0.4722
input.ims_wcs_err,t_341,0.094
input.ims_wcs_err,t_344,0.0502
input.ims_wcs_err,t_345,0.1548
input.ims_wcs_err,t_347,0.0819
input.ims_wcs_err,t_350,0.2375
input.ims_wcs_err,t_353,0.2879
input.ims_wcs_err,t_354,0.2734
input.ims_wcs_err,t_355,0.0521
input.ims_wcs_err,t_356,0.2655
input.ims_wcs_err,t_362,0.3259
input.ims_wcs_err,t_363,0.0577
input.ims_wcs_err,t_367,0.1746
input.ims_wcs_err,t_372,0.2436
input.ims_wcs_err,t_375,0.4141
input.ims_wcs_err,t_378,0.2881
input.ims_wcs_err,t_379,0.1433
input.ims_wcs_err,t_389,0.0465
input.ims_wcs_err,t_393,0.053
input.ims_wcs_err,t_394,0.5368
input.ims_wcs_err,t_397,0.0998
input.ims_wcs_err,t_399,0.1931
input.ims_wcs_err,t_400,0.2498
input.ims_wcs_err,t_404,0.2466
input.ims_wcs_err,t_408,0.1456
input.ims_wcs_err,t_414,0.3812
input.ims_wcs_err,t_416,0.6012
input.ims_wcs_err,t_419,0.4006
input.ims_wcs_err,t_422,0.4014
input.ims_wcs_err,t_423,0.9052
input.ims_wcs_err,t_426,0.0354
input.ims_wcs_err,t_427,0.1794
input.ims_wcs_err,t_433,0.1496
input.ims_wcs_err,t_435,0.0209
input.ims_wcs_err,t_436,0.0822
input.ims_wcs_err,t_439,0.0047
input.ims_wcs_err,t_442,0.0173
input.ims_wcs_err,t_443,0.3977
input.ims_wcs_err,t_445,0.114
input.ims_wcs_err,t_614,0.8222
input.ims_wcs_err,t_620,0.7503
input.ims_wcs_err,t_626,0.2994
input.ims_wcs_err,t_646,0.5613
input.ims_wcs_err,t_677,0.7708
input.ims_wcs_err,t_690,0.0661
input.ims_wcs_ndcg,t_307,0.2793
input.ims_wcs_ndcg,t_310,0.2311
input.ims_wcs_ndcg,t_321,0.1306
input.ims_wcs_ndcg,t_325,0.472
input.ims_wcs_ndcg,t_330,0.0652
input.ims_wcs_ndcg,t_336,0.4527
input.ims_wcs_ndcg,t_341,0.0952
input.ims_wcs_ndcg,t_344,0.0503
input.ims_wcs_ndcg,t_345,0.1596
input.ims_wcs_ndcg,t_347,0.083
input.ims_wcs_ndcg,t_350,0.238
input.ims_wcs_ndcg,t_353,0.292
input.ims_wcs_ndcg,t_354,0.2764
input.ims_wcs_ndcg,t_355,0.0523
input.ims_wcs_ndcg,t_356,0.0537
input.ims_wcs_ndcg,t_362,0.3166
input.ims_wcs_ndcg,t_363,0.0508
input.ims_wcs_ndcg,t_367,0.1619
input.ims_wcs_ndcg,t_372,0.2424
input.ims_wcs_ndcg,t_375,0.4167
input.ims_wcs_ndcg,t_378,0.297
input.ims_wcs_ndcg,t_379,0.156
input.ims_wcs_ndcg,t_389,0.0457
input.ims_wcs_ndcg,t_393,0.054
input.ims_wcs_ndcg,t_394,0.5239
input.ims_wcs_ndcg,t_397,0.108
input.ims_wcs_ndcg,t_399,0.196
input.ims_wcs_ndcg,t_400,0.2493
input.ims_wcs_ndcg,t_404,0.2425
input.ims_wcs_ndcg,t_408,0.1536
input.ims_wcs_ndcg,t_414,0.3444
input.ims_wcs_ndcg,t_416,0.5988
input.ims_wcs_ndcg,t_419,0.4275
input.ims_wcs_ndcg,t_422,0.3712
input.ims_wcs_ndcg,t_423,0.9055
input.ims_wcs_ndcg,t_426,0.0321
input.ims_wcs_ndcg,t_427,0.1798
input.ims_wcs_ndcg,t_433,0.1415
input.ims_wcs_ndcg,t_435,0.0232
input.ims_wcs_ndcg,t_436,0.0961
input.ims_wcs_ndcg,t_439,0.0056
input.ims_wcs_ndcg,t_442,0.0172
input.ims_wcs_ndcg,t_443,0.4018
input.ims_wcs_ndcg,t_445,0.1142
input.ims_wcs_ndcg,t_614,0.82
input.ims_wcs_ndcg,t_620,0.7416
input.ims_wcs_ndcg,t_626,0.2761
input.ims_wcs_ndcg,t_646,0.5622
input.ims_wcs_ndcg,t_677,0.7711
input.ims_wcs_ndcg,t_690,0.0622
input.ims_wcs_p10,t_307,0.2614
input.ims_wcs_p10,t_310,0.2299
input.ims_wcs_p10,t_321,0.1361
input.ims_wcs_p10,t_325,0.4792
input.ims_wcs_p10,t_330,0.0712
input.ims_wcs_p10,t_336,0.4603
input.ims_wcs_p10,t_341,0.0935
input.ims_wcs_p10,t_344,0.0476
input.ims_wcs_p10,t_345,0.1578
input.ims_wcs_p10,t_347,0.069
input.ims_wcs_p10,t_350,0.2388
input.ims_wcs_p10,t_353,0.2873
input.ims_wcs_p10,t_354,0.2734
input.ims_wcs_p10,t_355,0.056
input.ims_wcs_p10,t_356,0.2497
input.ims_wcs_p10,t_362,0.3213
input.ims_wcs_p10,t_363,0.0572
input.ims_wcs_p10,t_367,0.1772
input.ims_wcs_p10,t_372,0.2388
input.ims_wcs_p10,t_375,0.4174
input.ims_wcs_p10,t_378,0.2924
input.ims_wcs_p10,t_379,0.1454
input.ims_wcs_p10,t_389,0.0419
input.ims_wcs_p10,t_393,0.0545
input.ims_wcs_p10,t_394,0.5314
input.ims_wcs_p10,t_397,0.1077
input.ims_wcs_p10,t_399,0.1889
input.ims_wcs_p10,t_400,0.2498
input.ims_wcs_p10,t_404,0.2453
input.ims_wcs_p10,t_408,0.1435
input.ims_wcs_p10,t_414,0.3941
input.ims_wcs_p10,t_416,0.6002
input.ims_wcs_p10,t_419,0.4196
input.ims_wcs_p10,t_422,0.4014
input.ims_wcs_p10,t_423,0.9056
input.ims_wcs_p10,t_426,0.0343
input.ims_wcs_p10,t_427,0.1815
input.ims_wcs_p10,t_433,0.1485
input.ims_wcs_p10,t_435,0.0231
input.ims_wcs_p10,t_436,0.0961
input.ims_wcs_p10,t_439,0.0052
input.ims_wcs_p10,t_442,0.0165
input.ims_wcs_p10,t_443,0.4006
input.ims_wcs_p10,t_445,0.1116
input.ims_wcs_p10,t_614,0.8212
input.ims_wcs_p10,t_620,0.7544
input.ims_wcs_p10,t_626,0.3114
input.ims_wcs_p10,t_646,0.5556
input.ims_wcs_p10,t_677,0.7756
input.ims_wcs_p10,t_690,0.07
input.ims_wcs_rbp,t_307,0.2722
input.ims_wcs_rbp,t_310,0.2285
input.ims_wcs_rbp,t_321,0.1327
input.ims_wcs_rbp,t_325,0.4761
input.ims_wcs_rbp,t_330,0.0737
input.ims_wcs_rbp,t_336,0.4702
input.ims_wcs_rbp,t_341,0.094
input.ims_wcs_rbp,t_344,0.047
input.ims_wcs_rbp,t_345,0.1566
input.ims_wcs_rbp,t_347,0.0684
input.ims_wcs_rbp,t_350,0.2397
input.ims_wcs_rbp,t_353,0.2854
input.ims_wcs_rbp,t_354,0.2729
input.ims_wcs_rbp,t_355,0.0551
input.ims_wcs_rbp,t_356,0.2959
input.ims_wcs_rbp,t_362,0.3267
input.ims_wcs_rbp,t_363,0.0599
input.ims_wcs_rbp,t_367,0.1752
input.ims_wcs_rbp,t_372,0.2387
input.ims_wcs_rbp,t_375,0.416
input.ims_wcs_rbp,t_378,0.2906
input.ims_wcs_rbp,t_379,0.1438
input.ims_wcs_rbp,t_389,0.0449
input.ims_wcs_rbp,t_393,0.0543
input.ims_wcs_rbp,t_394,0.5348
input.ims_wcs_rbp,t_397,0.1057
input.ims_wcs_rbp,t_399,0.1958
input.ims_wcs_rbp,t_400,0.2497
input.ims_wcs_rbp,t_404,0.2461
input.ims_wcs_rbp,t_408,0.1462
input.ims_wcs_rbp,t_414,0.3953
input.ims_wcs_rbp,t_416,0.5989
input.ims_wcs_rbp,t_419,0.4081
input.ims_wcs_rbp,t_422,0.4066
input.ims_wcs_rbp,t_423,0.9056
input.ims_wcs_rbp,t_426,0.0355
input.ims_wcs_rbp,t_427,0.1799
input.ims_wcs_rbp,t_433,0.1485
input.ims_wcs_rbp,t_435,0.0221
input.ims_wcs_rbp,t_436,0.0921
input.ims_wcs_rbp,t_439,0.005
input.ims_wcs_rbp,t_442,0.0171
input.ims_wcs_rbp,t_443,0.3998
input.ims_wcs_rbp,t_445,0.1133
input.ims_wcs_rbp,t_614,0.8217
input.ims_wcs_rbp,t_620,0.7543
input.ims_wcs_rbp,t_626,0.314
input.ims_wcs_rbp,t_646,0.5617
input.ims_wcs_rbp,t_677,0.7747
input.ims_wcs_rbp,t_690,0.0689
input.ims_wcs_recall,t_307,0.2821
input.ims_wcs_recall,t_310,0.2318
input.ims_wcs_recall,t_321,0.1302
input.ims_wcs_recall,t_325,0.4718
input.ims_wcs_recall,t_330,0.0637
input.ims_wcs_recall,t_336,0.4523
input.ims_wcs_recall,t_341,0.0952
input.ims_wcs_recall,t_344,0.05
input.ims_wcs_recall,t_345,0.1607
input.ims_wcs_recall,t_347,0.0828
input.ims_wcs_recall,t_350,0.2378
input.ims_wcs_recall,t_353,0.2989
input.ims_wcs_recall,t_354,0.277
input.ims_wcs_recall,t_355,0.0519
input.ims_wcs_recall,t_356,0.0545
input.ims_wcs_recall,t_362,0.3164
input.ims_wcs_recall,t_363,0.0522
input.ims_wcs_recall,t_367,0.1622
input.ims_wcs_recall,t_372,0.2428
input.ims_wcs_recall,t_375,0.4173
input.ims_wcs_recall,t_378,0.2985
input.ims_wcs_recall,t_379,0.142
input.ims_wcs_recall,t_389,0.0451
input.ims_wcs_recall,t_393,0.0524
input.ims_wcs_recall,t_394,0.5184
input.ims_wcs_recall,t_397,0.1077
input.ims_wcs_recall,t_399,0.1934
input.ims_wcs_recall,t_400,0.2497
input.ims_wcs_recall,t_404,0.2424
input.ims_wcs_recall,t_408,0.1543
input.ims_wcs_recall,t_414,0.3247
input.ims_wcs_recall,t_416,0.5981
input.ims_wcs_recall,t_419,0.4273
input.ims_wcs_recall,t_422,0.3577
input.ims_wcs_recall,t_423,0.9055
input.ims_wcs_recall,t_426,0.0317
input.ims_wcs_recall,t_427,0.1797
input.ims_wcs_recall,t_433,0.1396
input.ims_wcs_recall,t_435,0.022
input.ims_wcs_recall,t_436,0.0933
input.ims_wcs_recall,t_439,0.0059
input.ims_wcs_recall,t_442,0.0173
input.ims_wcs_recall,t_443,0.4017
input.ims_wcs_recall,t_445,0.1145
input.ims_wcs_recall,t_614,0.8191
input.ims_wcs_recall,t_620,0.7383
input.ims_wcs_recall,t_626,0.255
input.ims_wcs_recall,t_646,0.563
input.ims_wcs_recall,t_677,0.7684
input.ims_wcs_recall,t_690,0.0605
input.ims_wcs_rprec,t_307,0.2751
input.ims_wcs_rprec,t_310,0.2294
input.ims_wcs_rprec,t_321,0.1329
input.ims_wcs_rprec,t_325,0.4757
input.ims_wcs_rprec,t_330,0.0715
input.ims_wcs_rprec,t_336,0.4577
input.ims_wcs_rprec,t_341,0.0975
input.ims_wcs_rprec,t_344,0.0439
input.ims_wcs_rprec,t_345,0.1572
input.ims_wcs_rprec,t_347,0.0848
input.ims_wcs_rprec,t_350,0.2385
input.ims_wcs_rprec,t_353,0.2788
input.ims_wcs_rprec,t_354,0.2748
input.ims_wcs_rprec,t_355,0.0552
input.ims_wcs_rprec,t_356,0.1453
input.ims_wcs_rprec,t_362,0.3156
input.ims_wcs_rprec,t_363,0.0555
input.ims_wcs_rprec,t_367,0.1619
input.ims_wcs_rprec,t_372,0.2397
input.ims_wcs_rprec,t_375,0.4148
input.ims_wcs_rprec,t_378,0.2915
input.ims_wcs_rprec,t_379,0.1405
input.ims_wcs_rprec,t_389,0.0475
input.ims_wcs_rprec,t_393,0.0539
input.ims_wcs_rprec,t_394,0.53
input.ims_wcs_rprec,t_397,0.1105
input.ims_wcs_rprec,t_399,0.1995
input.ims_wcs_rprec,t_400,0.2478
input.ims_wcs_rprec,t_404,0.2441
input.ims_wcs_rprec,t_408,0.1567
input.ims_wcs_rprec,t_414,0.3813
input.ims_wcs_rprec,t_416,0.5991
input.ims_wcs_rprec,t_419,0.4206
input.ims_wcs_rprec,t_422,0.3886
input.ims_wcs_rprec,t_423,0.9072
input.ims_wcs_rprec,t_426,0.0323
input.ims_wcs_rprec,t_427,0.1823
input.ims_wcs_rprec,t_433,0.147
input.ims_wcs_rprec,t_435,0.0256
input.ims_wcs_rprec,t_436,0.1008
input.ims_wcs_rprec,t_439,0.005
input.ims_wcs_rprec,t_442,0.0173
input.ims_wcs_rprec,t_443,0.4077
input.ims_wcs_rprec,t_445,0.1143
input.ims_wcs_rprec,t_614,0.8201
input.ims_wcs_rprec,t_620,0.7541
input.ims_wcs_rprec,t_626,0.314
input.ims_wcs_rprec,t_646,0.5556
input.ims_wcs_rprec,t_677,0.7752
input.ims_wcs_rprec,t_690,0.0675
input.ims_wcs_twist,t_307,0.2809
input.ims_wcs_twist,t_310,0.229
input.ims_wcs_twist,t_321,0.1344
input.ims_wcs_twist,t_325,0.4753
input.ims_wcs_twist,t_330,0.0668
input.ims_wcs_twist,t_336,0.4626
input.ims_wcs_twist,t_341,0.0974
input.ims_wcs_twist,t_344,0.0494
input.ims_wcs_twist,t_345,0.1564
input.ims_wcs_twist,t_347,0.0828
input.ims_wcs_twist,t_350,0.2379
input.ims_wcs_twist,t_353,0.2916
input.ims_wcs_twist,t_354,0.2737
input.ims_wcs_twist,t_355,0.0528
input.ims_wcs_twist,t_356,0.2081
input.ims_wcs_twist,t_362,0.3157
input.ims_wcs_twist,t_363,0.0528
input.ims_wcs_twist,t_367,0.1642
input.ims_wcs_twist,t_372,0.2421
input.ims_wcs_twist,t_375,0.4172
input.ims_wcs_twist,t_378,0.2955
input.ims_wcs_twist,t_379,0.1463
input.ims_wcs_twist,t_389,0.0475
input.ims_wcs_twist,t_393,0.054
input.ims_wcs_twist,t_394,0.528
input.ims_wcs_twist,t_397,0.1067
input.ims_wcs_twist,t_399,0.2008
input.ims_wcs_twist,t_400,0.2504
input.ims_wcs_twist,t_404,0.2433
input.ims_wcs_twist,t_408,0.1471
input.ims_wcs_twist,t_414,0.3577
input.ims_wcs_twist,t_416,0.5998
input.ims_wcs_twist,t_419,0.4244
input.ims_wcs_twist,t_422,0.3795
input.ims_wcs_twist,t_423,0.9054
input.ims_wcs_twist,t_426,0.0326
input.ims_wcs_twist,t_427,0.1795
input.ims_wcs_twist,t_433,0.1452
input.ims_wcs_twist,t_435,0.0253
input.ims_wcs_twist,t_436,0.0993
input.ims_wcs_twist,t_439,0.0053
input.ims_wcs_twist,t_442,0.0165
input.ims_wcs_twist,t_443,0.4053
input.ims_wcs_twist,t_445,0.113
input.ims_wcs_twist,t_614,0.8184
input.ims_wcs_twist,t_620,0.7477
input.ims_wcs_twist,t_626,0.2938
input.ims_wcs_twist,t_646,0.5625
input.ims_wcs_twist,t_677,0.7756
input.ims_wcs_twist,t_690,0.0676
input.MRGrandrel,t_307,0.5397
input.MRGrandrel,t_310,0.309
input.MRGrandrel,t_321,0.4548
input.MRGrandrel,t_325,0.1838
input.MRGrandrel,t_330,0.1996
input.MRGrandrel,t_336,0.4924
input.MRGrandrel,t_341,0.2203
input.MRGrandrel,t_344,0.0202
input.MRGrandrel,t_345,0.2985
input.MRGrandrel,t_347,0.0305
input.MRGrandrel,t_350,0.2848
input.MRGrandrel,t_353,0.273
input.MRGrandrel,t_354,0.2109
input.MRGrandrel,t_355,0.0553
input.MRGrandrel,t_356,0.1342
input.MRGrandrel,t_362,0.4685
input.MRGrandrel,t_363,0.2174
input.MRGrandrel,t_367,0.2131
input.MRGrandrel,t_372,0.22
input.MRGrandrel,t_375,0.2797
input.MRGrandrel,t_378,0.2795
input.MRGrandrel,t_379,0.1985
input.MRGrandrel,t_389,0.1753
input.MRGrandrel,t_393,0.352
